合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.00,394.20,392.80,393.36,2.16,0.55%,393.02,664.00,"260,965,400.00",-,,
Au99.99,394.40,394.40,391.21,393.16,1.83,0.47%,393.41,"14,327.78","5,281,372,376.20",-,,
Au100g,392.80,395.90,391.11,394.15,1.56,0.40%,394.20,32.20,"12,693,246.00",-,,
Au(T+D),391.90,394.36,390.93,392.86,0.82,0.21%,393.00,"57,452.00","22,579,094,160.00","228,148",多支付给空,"6,624"
Au(T+N1),392.00,394.10,391.00,393.15,1.95,0.50%,392.10,542.00,"212,532,540.00","173,970",多支付给空,"2,260"
Au(T+N2),393.50,396.75,393.00,395.25,1.05,0.27%,395.05,321.20,"126,892,630.00","129,356",多支付给空,400
mAu(T+D),391.99,394.35,390.88,393.01,0.90,0.23%,393.00,"8,985.20","3,531,268,922.00","834,578",多支付给空,"56,274"
Pt99.95,198.50,203.75,198.50,202.20,2.80,1.40%,202.52,188.00,"38,075,520.00",-,,
Ag(T+D),"4,148","4,262","4,135","4,235",75,1.80%,"4,208","17,842,646.00","75,093,886,514.00","12,002,806",多支付给空,"172,020"
NYAuTN06,396.75,399.00,395.45,397.60,0.75,0.19%,397.70,561.60,"223,340,090.00","41,940",,
NYAuTN12,399.00,402.00,398.50,399.90,0.90,0.23%,400.65,328.20,"131,496,710.00","79,058",,
PGC30g,398.08,399.50,398.08,398.56,0.93,0.23%,398.56,0.30,"119,568.00",-,,
