合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.90,389.90,389.00,389.16,-0.25,-0.06%,389.20,32.00,"12,454,600.00",-,,
Au99.99,389.50,391.30,388.36,389.40,0.26,0.07%,389.40,"10,752.54","4,187,907,248.40",-,,
Au100g,389.05,390.90,386.00,389.76,-0.60,-0.15%,389.27,28.40,"11,055,482.00",-,,
iAu99.99,388.00,388.25,387.15,388.18,0.08,0.02%,388.09,742.00,"287,969,200.00",-,,
Au(T+D),389.40,391.46,388.25,389.32,-0.11,-0.03%,389.49,"24,480.00","9,534,952,680.00","170,986",多支付给空,"8,670"
Au(T+N1),390.00,391.50,389.00,389.90,-1.70,-0.43%,389.90,8.00,"3,119,040.00","132,562",多支付给空,600
Au(T+N2),391.05,393.60,391.05,392.45,-0.20,-0.05%,392.40,5.00,"1,961,970.00","89,006",,
mAu(T+D),389.44,391.41,388.35,389.42,0.08,0.02%,389.42,"4,819.60","1,876,856,800.00","509,676",空支付给多,"47,836"
Pt99.95,258.33,258.97,256.56,256.91,-2.36,-0.91%,258.05,486.00,"125,271,800.00",-,,
Ag(T+D),"5,720","5,765","5,662","5,677",-55,-0.96%,"5,707","5,111,604.00","29,171,948,810.00","8,290,708",空支付给多,"179,640"
NYAuTN06,388.95,390.85,388.80,388.95,-0.90,-0.23%,389.35,78.40,"30,526,220.00","36,384",,
NYAuTN12,392.55,394.80,391.65,392.40,-1.35,-0.34%,392.70,102.20,"40,134,530.00","26,122",,
PGC30g,395.13,395.13,395.13,395.13,-0.73,-0.18%,395.13,0.06,"23,707.80",-,,
