合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.40,399.90,397.40,399.80,5.80,1.47%,398.88,330.00,"131,632,080.00",-,,
Au99.99,395.50,400.40,395.01,400.00,4.71,1.19%,398.69,"28,691.64","11,639,758,144.80",-,,
Au100g,397.51,401.00,397.00,400.73,3.86,0.97%,399.10,37.60,"15,006,168.00",-,,
iAu99.99,410.00,410.00,401.00,402.21,-0.79,-0.20%,402.21,0.64,"257,420.00",-,,
Au(T+D),395.98,399.50,394.53,399.49,2.67,0.67%,397.32,"45,272.00","17,987,690,100.00","265,814",多支付给空,"14,982"
Au(T+N1),404.95,406.40,401.30,404.95,1.55,0.38%,403.45,12.20,"4,922,380.00","31,842",,
Au(T+N2),397.60,401.90,397.00,400.20,-0.05,-0.01%,399.20,183.80,"73,375,820.00","157,988",,
mAu(T+D),396.02,399.95,395.01,399.90,2.79,0.70%,397.95,"9,764.80","3,885,997,432.00","1,018,338",空支付给多,"28,114"
Pt99.95,190.60,198.10,190.60,197.75,5.40,2.81%,196.82,156.00,"30,704,880.00",-,,
Ag99.99,"4,915","4,960","4,915","4,921",-308,-5.89%,"4,921","6,660.00","32,779,800.00",444,,
Ag(T+D),"4,770","4,974","4,706","4,943",124,2.57%,"4,853","25,988,492.00","126,144,330,724.00","11,571,640",多支付给空,60
NYAuTN06,412.80,416.00,411.60,415.65,3.70,0.90%,414.20,72.00,"29,824,150.00","27,676",,
NYAuTN12,407.95,412.35,407.95,411.95,2.90,0.71%,410.35,156.80,"64,343,410.00","93,182",,
PGC30g,415.00,415.00,400.01,403.45,3.19,0.80%,404.13,0.72,"290,974.20",-,,
