合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.85,391.60,390.60,390.92,2.66,0.69%,390.80,186.00,"72,689,100.00",-,,
Au99.99,390.50,392.30,387.50,391.90,3.01,0.77%,390.96,"9,531.46","3,627,177,915.60",-,,
Au100g,389.65,391.58,387.00,391.50,2.49,0.64%,390.21,28.40,"11,081,968.00",-,,
iAu99.99,392.20,393.40,392.20,393.36,5.51,1.42%,392.64,444.72,"174,617,091.00",-,,
iAu100g,343.00,343.00,343.00,343.00,0.00,0.00%,343.00,2.00,"686,000.00",-,,
Au(T+D),389.80,392.30,386.35,392.15,4.38,1.13%,390.02,"99,354.00","38,750,219,940.00","230,894",空支付给多,"9,910"
Au(T+N1),389.10,391.50,389.10,390.65,3.20,0.83%,390.45,15.00,"5,857,020.00","111,278",多支付给空,70
Au(T+N2),391.95,393.50,388.50,393.25,2.75,0.70%,392.30,82.00,"32,169,190.00","138,098",多支付给空,200
mAu(T+D),389.80,392.26,386.35,392.07,4.20,1.08%,390.13,"13,412.00","5,232,490,106.00","839,638",多支付给空,"22,634"
Pt99.95,198.00,199.00,197.00,197.82,-2.29,-1.14%,197.61,224.00,"44,265,800.00",-,,
Ag(T+D),"4,324","4,347","4,236","4,314",40,0.94%,"4,305","20,124,284.00","86,654,738,640.00","12,809,292",多支付给空,"102,900"
NYAuTN06,390.20,393.15,384.25,392.95,3.30,0.85%,390.80,189.00,"73,865,540.00","35,566",,
NYAuTN12,396.00,398.15,392.00,398.00,4.05,1.03%,395.75,430.60,"170,417,010.00","78,948",,
PGC30g,395.58,397.15,395.58,396.64,2.48,0.63%,396.55,0.78,"309,312.00",-,,
