合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,416.80,416.85,414.50,415.46,-0.96,-0.23%,415.79,998.00,"386,493,960.00",-,,
Au99.99,417.50,419.50,414.60,416.29,-1.14,-0.27%,416.05,"9,559.86","3,977,398,830.80",-,,
Au100g,418.00,419.40,415.00,416.15,-0.99,-0.24%,417.31,36.20,"15,106,670.00",-,,
Au(T+D),417.70,419.68,414.04,415.02,-1.31,-0.31%,416.83,"62,788.00","26,172,504,700.00","252,602",空支付给多,"14,044"
Au(T+N1),427.50,428.20,422.90,423.25,-0.30,-0.07%,425.55,7.20,"3,064,130.00","32,148",,
Au(T+N2),422.00,422.85,417.00,418.15,-0.75,-0.18%,421.05,77.00,"32,420,980.00","155,682",,
mAu(T+D),417.49,419.85,414.50,415.54,-0.85,-0.20%,417.31,"7,634.00","3,185,815,120.00","954,474",多支付给空,"29,710"
Pt99.95,213.00,213.88,212.42,213.72,1.27,0.60%,213.12,168.00,"35,804,740.00",-,,
Ag(T+D),"5,942","5,994","5,800","5,837",-60,-1.02%,"5,898","17,820,070.00","105,106,294,264.00","12,357,454",多支付给空,"48,270"
沪纽金TN06,435.00,438.00,433.05,433.60,-0.55,-0.13%,436.15,60.60,"26,430,540.00","23,302",,
沪纽金TN12,431.15,435.05,428.00,429.10,-0.75,-0.17%,430.15,169.60,"72,950,990.00","90,986",,
熊猫金币30g,421.62,421.62,421.07,421.31,-1.16,-0.27%,421.31,0.18,"75,835.80",-,,
