合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,403.00,403.60,403.00,403.51,-0.09,-0.02%,403.21,310.00,"124,996,800.00",-,,
Au99.99,402.91,405.69,402.91,404.01,-0.09,-0.02%,403.65,"10,656.58","4,141,349,993.40",-,,
Au100g,404.51,405.80,403.50,404.63,-0.04,-0.01%,404.30,17.20,"6,954,092.00",-,,
Au(T+D),403.30,405.97,402.50,403.95,0.35,0.09%,404.09,"34,374.00","13,890,394,940.00","205,536",空支付给多,"5,274"
Au(T+N1),411.90,415.90,410.00,410.40,-0.40,-0.10%,412.75,311.80,"128,690,770.00","38,602",,
Au(T+N2),406.00,407.00,403.60,404.75,0.30,0.07%,405.55,16.80,"6,812,970.00","166,452",多支付给空,400
mAu(T+D),403.36,405.98,402.65,403.87,0.13,0.03%,404.06,"7,683.20","3,104,487,996.00","535,264",空支付给多,"111,806"
Pt99.95,199.22,199.82,199.20,199.20,2.12,1.08%,199.43,34.00,"6,780,780.00",-,,
Ag(T+D),"5,240","5,330","5,184","5,233",7,0.13%,"5,258","16,777,500.00","88,231,292,912.00","11,551,006",多支付给空,"24,750"
NYAuTN06,415.95,417.55,414.50,416.90,1.60,0.39%,416.15,388.80,"161,804,520.00","39,520",,
NYAuTN12,413.00,414.25,410.90,412.50,0.85,0.21%,412.35,"1,032.60","425,796,090.00","74,222",,
PGC30g,410.50,411.00,408.66,409.73,0.41,0.10%,409.73,0.36,"147,505.80",-,,
