合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,363.99,379.90,363.26,379.25,6.25,1.68%,377.42,366.00,"138,139,000.00",-,,
Au99.99,376.00,380.10,372.01,378.80,5.30,1.42%,379.23,"15,520.46","5,765,335,502.00",-,,
Au100g,378.00,380.00,373.92,378.83,5.71,1.53%,378.34,100.00,"37,834,728.00",-,,
iAu99.99,383.35,415.69,342.00,389.33,6.33,1.65%,386.93,500.78,"193,767,894.80",-,,
Au(T+D),374.50,380.30,373.51,378.77,6.87,1.85%,378.06,"115,100.00","43,514,766,140.00","239,240",多支付给空,"10,164"
Au(T+N1),376.10,381.00,371.15,380.15,7.60,2.04%,379.40,78.40,"29,743,400.00","193,186",多支付给空,400
Au(T+N2),377.70,383.00,377.45,381.75,8.20,2.20%,380.95,18.40,"7,009,710.00","119,502",,
mAu(T+D),374.60,380.50,373.54,378.85,6.80,1.83%,378.27,"23,061.20","8,723,396,994.00","947,372",空支付给多,"56,844"
Pt99.95,179.50,183.70,179.50,182.58,3.63,2.03%,181.66,274.00,"49,777,060.00",-,,
Ag99.99,"3,750","3,750","3,750","3,750",-4,-0.11%,"3,750",30.00,"112,500.00",2,,
Ag(T+D),"3,585","3,730","3,567","3,690",113,3.16%,"3,650","14,600,180.00","53,294,875,722.00","9,798,146",多支付给空,"109,530"
NYAuTN06,384.90,390.75,384.60,388.65,5.80,1.51%,388.45,"1,496.60","581,371,980.00","71,514",,
NYAuTN12,386.50,390.70,385.15,388.60,5.05,1.32%,388.65,"1,059.20","411,670,490.00","66,196",,
PGC30g,383.77,386.42,383.25,385.24,6.81,1.80%,385.17,1.74,"670,203.60",-,,
