合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,384.60,385.51,384.60,385.36,3.49,0.91%,385.17,114.00,"43,910,380.00",-,,
Au99.99,384.99,386.60,383.20,385.47,3.18,0.83%,385.54,"10,630.16","4,097,620,417.40",-,,
Au100g,385.00,386.50,380.56,385.64,1.70,0.44%,386.06,56.00,"21,619,592.00",-,,
iAu99.99,385.00,386.20,385.00,385.17,3.17,0.83%,385.18,112.92,"43,495,172.20",-,,
Au(T+D),384.10,386.98,383.60,384.94,4.04,1.06%,385.52,"35,290.00","13,605,110,980.00","153,490",空支付给多,"11,520"
Au(T+N1),386.95,387.50,384.60,385.75,2.95,0.77%,386.25,222.00,"85,749,600.00","64,586",,
Au(T+N2),390.90,391.00,388.30,390.65,4.60,1.19%,390.15,31.80,"12,406,510.00","66,530",,
mAu(T+D),383.40,387.00,383.40,385.00,3.69,0.97%,385.54,"7,542.80","2,908,113,582.00","739,662",空支付给多,"50,446"
Pt99.95,232.63,232.63,231.18,231.71,4.80,2.12%,231.93,256.00,"56,366,920.00",-,,
Ag(T+D),"4,821","4,907","4,816","4,878",79,1.65%,"4,862","2,058,730.00","10,010,938,078.00","6,158,204",空支付给多,"121,500"
NYAuTN06,385.00,388.65,385.00,387.10,4.00,1.04%,387.10,182.20,"70,533,490.00","28,440",,
NYAuTN12,390.75,392.35,390.30,391.80,4.40,1.14%,391.70,456.40,"178,778,660.00","50,070",,
PGC30g,389.18,391.00,389.18,390.29,3.91,1.01%,390.29,0.18,"70,253.40",-,,
