合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.90,372.30,371.30,371.81,3.38,0.92%,371.80,836.00,"310,828,480.00",-,,
Au99.99,368.95,373.00,368.12,371.80,3.28,0.89%,371.78,"14,564.10","5,431,199,941.60",-,,
Au100g,369.85,375.00,369.85,372.35,3.11,0.84%,373.13,25.60,"9,552,308.00",-,,
iAu99.99,370.00,370.97,368.00,370.45,4.90,1.34%,370.78,570.22,"211,431,117.00",-,,
Au(T+D),367.81,372.87,367.81,371.62,4.37,1.19%,371.25,"30,688.00","11,392,936,060.00","168,734",空支付给多,"8,890"
Au(T+N1),370.60,373.70,370.60,373.00,3.65,0.99%,372.85,74.80,"27,890,290.00","142,436",多支付给空,600
Au(T+N2),372.85,375.80,371.00,374.50,4.25,1.15%,373.65,22.40,"8,369,920.00","88,738",,
mAu(T+D),368.00,372.69,368.00,371.76,4.61,1.26%,371.31,"9,589.60","3,560,759,958.00","523,734",多支付给空,"35,518"
Pt99.95,259.90,261.49,259.51,261.13,3.51,1.36%,260.39,194.00,"50,517,360.00",-,,
Ag(T+D),"5,291","5,399","5,291","5,376",92,1.74%,"5,361","6,159,704.00","33,022,223,080.00","8,429,866",空支付给多,"129,330"
NYAuTN06,364.95,372.45,364.95,371.80,4.65,1.27%,371.45,156.00,"57,947,930.00","37,252",,
NYAuTN12,373.50,377.10,373.50,376.55,5.20,1.40%,376.20,96.60,"36,341,690.00","25,330",,
PGC30g,376.00,378.20,376.00,377.30,3.30,0.88%,377.30,0.30,"113,191.20",-,,
