合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.90,376.90,375.30,375.72,0.92,0.25%,376.01,98.00,"36,849,200.00",-,,
Au99.99,376.99,378.30,374.50,376.69,0.69,0.18%,376.54,"9,123.44","3,441,984,581.40",-,,
Au100g,377.57,378.00,376.00,376.84,1.05,0.28%,377.24,17.00,"6,413,172.00",-,,
iAu99.99,376.50,377.50,375.40,376.09,-0.31,-0.08%,376.30,40.04,"15,067,058.00",-,,
Au(T+D),377.85,378.55,374.31,376.33,1.05,0.28%,376.82,"34,804.00","13,115,090,560.00","157,164",空支付给多,"4,388"
Au(T+N1),377.95,380.70,377.95,379.55,1.45,0.38%,379.15,18.40,"6,976,250.00",638,,
Au(T+N2),378.50,379.70,376.60,377.45,0.85,0.23%,378.70,20.60,"7,801,580.00","89,324",,
mAu(T+D),377.62,378.52,374.60,376.50,1.06,0.28%,376.75,"4,986.60","1,878,737,764.00","538,710",空支付给多,"14,520"
Pt99.95,231.50,234.44,231.50,233.72,-0.06,-0.03%,233.67,226.00,"54,468,900.00",-,,
Ag99.99,"5,375","5,375","5,375","5,375",-129,-2.34%,"5,375",390.00,"2,096,250.00",26,,
Ag(T+D),"5,395","5,408","5,327","5,349",-32,-0.59%,"5,368","4,017,552.00","21,569,860,822.00","8,367,228",多支付给空,"259,380"
NYAuTN06,385.65,385.65,381.70,383.20,0.50,0.13%,383.75,88.00,"33,771,250.00","9,062",,
NYAuTN12,382.10,382.55,378.65,380.10,0.65,0.17%,380.65,185.60,"70,648,880.00","37,182",,
PGC30g,383.88,383.89,382.54,382.85,1.84,0.48%,382.97,0.72,"275,743.80",-,,
