合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,426.16,426.90,423.30,425.16,-3.88,-0.90%,425.88,206.00,"87,732,800.00",-,,
Au99.99,431.20,433.21,422.00,423.88,-6.12,-1.42%,426.88,"16,849.90","7,156,990,918.80",-,,
Au100g,430.58,432.99,421.64,423.47,-6.49,-1.51%,426.92,77.20,"32,958,266.00",-,,
iAu99.99,437.00,467.96,437.00,448.82,12.32,2.82%,447.18,0.20,"89,437.60",-,,
Au(T+D),429.88,432.80,421.40,423.50,-3.04,-0.71%,427.59,"111,188.00","47,542,901,480.00","264,900",多支付给空,"10,178"
Au(T+N1),443.95,443.95,432.20,434.15,-3.10,-0.71%,436.85,401.60,"175,450,590.00","30,352",,
Au(T+N2),434.00,436.45,426.00,429.40,-1.85,-0.43%,431.65,89.00,"38,417,590.00","150,600",,
mAu(T+D),430.10,432.79,421.22,423.90,-2.83,-0.66%,427.37,"15,054.80","6,433,983,516.00","993,754",多支付给空,"21,008"
Pt99.95,223.90,223.90,219.69,220.20,-3.99,-1.78%,220.97,126.00,"27,843,020.00",-,,
Ag(T+D),"6,400","6,499","6,088","6,120",-184,-2.92%,"6,299","45,444,150.00","286,279,811,328.00","13,113,652",多支付给空,"11,430"
NYAuTN06,454.05,456.30,445.20,447.25,-3.65,-0.81%,450.85,162.00,"73,034,840.00","21,892",,
NYAuTN12,447.60,450.00,439.15,441.85,-3.40,-0.76%,444.40,611.80,"271,885,410.00","101,700",,
PGC30g,431.80,433.21,431.00,432.12,-2.27,-0.52%,432.28,1.68,"726,232.20",-,,
