合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,435.00,435.05,425.00,425.62,-0.39,-0.09%,431.50,582.00,"251,133,020.00",-,,
Au99.99,427.03,436.00,423.00,425.20,-1.65,-0.39%,430.15,"15,946.30","6,804,195,275.20",-,,
Au100g,428.01,435.52,425.00,427.04,-0.25,-0.06%,429.83,145.40,"62,497,598.00",-,,
iAu99.99,434.00,441.00,425.01,439.34,7.71,1.79%,434.90,108.66,"47,256,561.80",-,,
Au(T+D),428.00,435.99,424.00,425.00,1.21,0.29%,429.13,"198,128.00","85,024,099,840.00","276,224",多支付给空,"9,490"
Au(T+N1),435.20,444.15,433.00,435.10,2.75,0.64%,436.05,113.00,"49,272,500.00","26,420",,
Au(T+N2),430.15,439.85,427.10,428.65,1.70,0.40%,431.05,79.80,"34,400,020.00","145,330",,
mAu(T+D),428.40,436.00,424.16,425.02,1.13,0.27%,429.13,"22,504.40","9,657,370,974.00","928,516",多支付给空,"31,206"
Pt99.95,217.60,226.40,217.00,217.72,-3.99,-1.80%,222.13,246.00,"54,645,800.00",-,,
Ag99.99,"4,976","4,976","4,976","4,976",452,9.99%,"4,976",60.00,"298,560.00",4,,
Ag(T+D),"5,733","6,131","5,629","5,645",139,2.52%,"5,794","45,710,354.00","264,868,919,572.00","12,284,082",多支付给空,"235,860"
NYAuTN06,448.50,453.85,442.20,443.70,0.75,0.17%,446.95,655.00,"292,748,590.00","19,496",,
NYAuTN12,440.10,449.10,438.00,438.05,0.70,0.16%,442.05,822.00,"363,370,360.00","78,444",,
PGC30g,435.15,439.00,431.86,431.90,0.29,0.07%,434.90,1.08,"469,695.60",-,,
