合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.19,373.40,372.00,373.38,1.20,0.32%,372.49,292.00,"108,767,840.00",-,,
Au99.99,378.80,378.80,260.88,373.55,1.28,0.34%,372.75,"14,235.30","5,309,263,931.00",-,,
Au100g,373.25,374.33,372.80,374.22,0.98,0.26%,373.35,18.60,"6,944,482.00",-,,
iAu99.99,370.75,372.06,370.75,371.49,0.10,0.03%,371.49,0.90,"334,346.20",-,,
Au(T+D),371.90,373.42,370.65,373.15,0.84,0.23%,372.44,"11,288.00","4,204,147,960.00","142,732",多支付给空,"5,758"
Au(T+N1),377.90,377.90,374.00,375.60,0.75,0.20%,375.60,5.60,"2,103,400.00",644,,
Au(T+N2),374.60,378.50,374.60,376.85,0.35,0.09%,376.85,7.40,"2,788,900.00","3,148",,
mAu(T+D),372.19,373.49,370.85,373.16,0.76,0.20%,372.51,"2,229.80","830,631,026.00","695,472",多支付给空,"51,508"
Pt99.95,205.40,208.07,205.40,207.77,0.97,0.47%,207.47,32.00,"6,639,260.00",-,,
Ag(T+D),"4,760","4,810","4,734","4,798",20,0.42%,"4,783","1,641,318.00","7,850,445,262.00","7,525,944",多支付给空,780
NYAuTN06,374.75,376.50,374.00,376.45,1.10,0.29%,375.80,10.60,"3,983,690.00","28,124",,
NYAuTN12,376.15,381.00,376.15,380.80,1.05,0.28%,380.60,69.60,"26,489,560.00","5,640",,
PGC30g,378.10,379.00,378.10,378.53,0.22,0.06%,378.53,0.18,"68,136.00",-,,
