合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,378.50,378.85,378.20,378.45,-0.17,-0.04%,378.63,380.00,"143,882,080.00",-,,
Au99.99,378.80,379.81,377.50,377.50,-1.35,-0.36%,378.86,"8,536.90","3,230,498,102.40",-,,
Au100g,379.98,379.98,378.00,379.43,1.06,0.28%,379.27,19.40,"7,357,982.00",-,,
iAu99.99,380.00,380.00,380.00,380.00,1.00,0.26%,380.00,0.20,"76,000.00",-,,
Au(T+D),379.00,379.80,377.75,378.23,-0.36,-0.10%,378.64,"28,216.00","10,683,808,880.00","242,680",多支付给空,"18,946"
Au(T+N1),386.95,386.95,383.20,385.20,0.55,0.14%,384.65,58.00,"22,310,670.00","40,832",,
Au(T+N2),377.40,380.00,377.40,379.30,1.45,0.38%,379.30,82.40,"31,252,820.00","139,038",多支付给空,
mAu(T+D),379.08,379.76,378.01,378.25,-0.63,-0.17%,378.79,"4,284.00","1,622,763,582.00","512,942",多支付给空,"45,644"
Pt99.95,212.60,212.63,210.43,210.67,-2.32,-1.09%,211.92,284.00,"60,187,480.00",-,,
Ag(T+D),"4,861","4,876","4,826","4,840",-21,-0.43%,"4,851","5,790,246.00","28,088,891,862.00","11,974,250",多支付给空,"18,000"
NYAuTN06,389.55,389.95,388.00,389.00,0.15,0.04%,389.10,71.80,"27,939,410.00","45,466",,
NYAuTN12,383.95,383.95,382.35,382.70,-0.85,-0.22%,382.95,70.60,"27,035,190.00","39,546",,
PGC30g,384.02,384.02,383.50,383.76,-0.24,-0.06%,383.76,0.12,"46,051.20",-,,
