合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.10,376.80,376.10,376.52,0.33,0.09%,376.54,100.00,"37,654,120.00",-,,
Au99.99,374.50,377.60,374.50,376.64,0.25,0.07%,376.50,"17,391.42","6,630,805,554.40",-,,
Au100g,377.87,378.19,373.60,377.29,-0.61,-0.16%,377.12,23.00,"8,673,954.00",-,,
iAu99.99,374.50,376.40,373.00,375.82,2.14,0.57%,375.93,27.52,"10,345,600.00",-,,
Au(T+D),376.20,377.80,375.70,376.73,1.12,0.30%,376.73,"17,154.00","6,462,451,240.00","155,556",空支付给多,"6,792"
Au(T+N1),378.80,379.50,377.55,379.00,1.85,0.49%,379.00,8.20,"3,107,750.00","60,508",,
Au(T+N2),379.20,382.50,379.20,381.00,1.65,0.43%,380.95,15.40,"5,867,040.00","63,324",,
mAu(T+D),376.10,377.75,375.75,376.82,1.39,0.37%,376.50,"3,993.60","1,503,622,062.00","724,684",空支付给多,"22,098"
Pt99.95,220.19,222.65,220.19,222.21,3.31,1.51%,220.94,530.00,"110,525,360.00",-,,
Ag(T+D),"4,939","5,063","4,924","5,035",128,2.61%,"5,005","3,244,840.00","16,243,215,374.00","7,340,820",空支付给多,"210,120"
NYAuTN06,379.50,380.10,378.35,378.90,0.90,0.24%,379.35,27.20,"10,318,910.00","27,742",,
NYAuTN12,384.00,384.60,382.35,382.85,0.20,0.05%,383.55,33.80,"12,964,970.00","13,982",,
PGC30g,381.60,382.90,381.50,382.70,1.07,0.28%,382.33,0.54,"206,461.20",-,,
