合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.40,395.50,394.00,394.11,-0.81,-0.21%,394.30,114.00,"44,950,300.00",-,,
Au99.99,396.00,396.40,393.00,393.66,-1.98,-0.50%,394.16,"7,803.22","3,075,791,484.40",-,,
Au100g,395.95,396.50,394.39,395.12,-0.07,-0.02%,394.92,16.00,"6,318,804.00",-,,
iAu99.99,396.50,396.50,393.20,394.08,-0.90,-0.23%,394.38,2.20,"867,640.00",-,,
Au(T+D),395.99,396.56,392.75,393.76,-1.78,-0.45%,394.43,"14,888.00","5,872,402,560.00","166,134",空支付给多,"16,864"
Au(T+N1),395.25,396.20,393.40,394.50,-2.10,-0.53%,395.00,14.20,"5,609,050.00","73,318",,
Au(T+N2),400.90,400.90,396.10,397.60,-2.10,-0.53%,398.40,21.20,"8,445,870.00","73,900",,
mAu(T+D),396.00,396.67,393.00,393.71,-2.00,-0.51%,394.27,"2,829.40","1,115,573,008.00","631,492",多支付给空,"46,674"
Pt99.95,220.93,221.23,219.97,220.20,0.56,0.26%,220.74,236.00,"49,726,480.00",-,,
Ag(T+D),"5,100","5,116","5,052","5,063",-46,-0.90%,"5,073","1,453,362.00","7,374,240,732.00","6,685,602",空支付给多,"188,640"
NYAuTN06,397.50,398.00,395.10,395.50,-2.45,-0.62%,396.10,42.40,"16,795,040.00","35,592",,
NYAuTN12,403.20,403.20,400.20,400.70,-2.15,-0.53%,401.30,25.80,"10,353,260.00","67,528",,
PGC30g,399.50,399.50,399.50,399.50,-1.12,-0.28%,399.50,0.06,"23,970.00",-,,
