合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,398.70,400.45,398.70,399.98,1.64,0.41%,399.45,176.00,"70,304,700.00",-,,
Au99.99,397.76,401.00,397.00,400.82,3.06,0.77%,400.04,"13,316.56","5,327,163,145.20",-,,
Au100g,397.00,400.50,397.00,400.36,2.45,0.62%,399.42,48.20,"19,252,072.00",-,,
iAu99.99,401.00,401.10,401.00,401.00,0.77,0.19%,401.00,0.32,"128,322.00",-,,
Au(T+D),396.89,400.92,396.50,400.70,3.20,0.81%,399.50,"92,888.00","37,108,921,080.00","237,186",空支付给多,"12,094"
Au(T+N1),402.55,405.80,402.55,405.55,3.45,0.86%,404.00,156.20,"63,105,880.00","22,840",多支付给空,100
Au(T+N2),400.10,403.30,400.10,402.90,2.75,0.69%,402.75,167.40,"67,421,710.00","140,620",多支付给空,
mAu(T+D),397.00,400.90,396.20,400.80,3.36,0.85%,399.54,"9,743.20","3,892,856,288.00","881,168",空支付给多,"27,010"
Pt99.95,193.00,197.80,193.00,195.84,1.34,0.69%,195.84,110.00,"21,378,000.00",-,,
Ag(T+D),"4,276","4,398","4,275","4,395",117,2.73%,"4,352","15,529,268.00","67,597,590,532.00","13,411,144",多支付给空,"209,520"
NYAuTN06,406.80,411.75,406.80,411.30,3.00,0.73%,410.15,177.20,"72,681,380.00","11,952",,
NYAuTN12,405.15,409.65,405.10,409.50,3.20,0.79%,408.40,666.20,"272,082,380.00","77,104",,
PGC30g,405.81,405.81,405.81,405.81,2.79,0.69%,405.81,0.12,"48,697.20",-,,
