合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.50,367.60,362.35,367.01,-3.91,-1.05%,366.83,690.00,"254,062,820.00",-,,
Au99.99,370.00,370.00,364.20,367.73,-3.36,-0.91%,367.12,"22,148.20","8,131,259,122.40",-,,
Au100g,372.69,372.69,365.67,369.59,-2.58,-0.69%,367.23,41.80,"15,350,402.00",-,,
iAu99.99,365.15,366.70,364.50,366.66,-3.41,-0.92%,365.44,"3,562.20","1,301,788,538.00",-,,
Au(T+D),368.55,368.80,363.80,367.71,-4.11,-1.11%,366.63,"35,420.00","12,986,184,740.00","139,892",多支付给空,"12,486"
Au(T+N1),373.00,373.00,369.00,370.30,-5.10,-1.36%,370.60,5.20,"1,927,160.00",696,,
Au(T+N2),374.90,374.90,364.10,366.15,-5.80,-1.56%,370.15,160.20,"59,301,500.00","89,408",,
mAu(T+D),368.97,369.30,364.02,367.85,-4.19,-1.13%,367.05,"11,674.60","4,285,233,524.00","604,572",空支付给多,"61,354"
Pt99.95,203.50,204.67,202.50,204.00,-0.29,-0.14%,204.01,248.00,"50,596,260.00",-,,
Ag(T+D),"4,934","4,944","4,808","4,853",-168,-3.35%,"4,865","5,018,148.00","24,416,082,806.00","6,811,762",多支付给空,"270,600"
NYAuTN06,374.10,375.50,370.00,372.70,-4.90,-1.30%,372.45,79.20,"29,499,240.00","21,706",,
NYAuTN12,371.50,371.50,365.25,368.20,-4.65,-1.25%,367.15,98.40,"36,126,910.00","33,906",,
PGC30g,374.38,374.38,372.40,373.22,-5.88,-1.55%,373.09,0.84,"313,398.00",-,,
