合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.5,371.20,371.20,371.20,371.20,-4.20,-1.12%,371.20,200.00,"74,240,000.00",-,,
Au99.95,369.00,371.00,369.00,370.24,3.08,0.84%,370.32,126.00,"46,660,500.00",-,,
Au99.99,367.00,372.00,367.00,371.14,3.45,0.94%,371.07,"16,067.96","6,087,224,499.20",-,,
Au100g,368.26,371.70,366.71,370.54,3.04,0.83%,370.16,34.80,"12,881,792.00",-,,
iAu99.99,366.20,370.85,366.20,369.85,3.56,0.97%,370.37,560.46,"207,581,544.00",-,,
Au(T+D),367.25,371.90,367.11,371.17,4.67,1.27%,370.34,"23,920.00","8,858,650,260.00","155,292",空支付给多,"7,220"
Au(T+N1),372.00,375.90,372.00,374.90,4.25,1.15%,374.50,6.00,"2,247,140.00",704,,
Au(T+N2),369.70,372.00,369.20,370.90,3.75,1.02%,370.65,9.20,"3,409,920.00","89,040",,
mAu(T+D),367.60,372.09,367.10,371.00,4.74,1.29%,370.45,"4,810.40","1,782,035,686.00","554,698",多支付给空,"28,616"
Pt99.95,223.70,223.70,220.00,220.49,-1.55,-0.70%,221.19,342.00,"75,647,160.00",-,,
Ag(T+D),"5,038","5,105","5,031","5,069",58,1.16%,"5,077","3,366,588.00","17,094,617,064.00","7,157,496",多支付给空,"71,880"
NYAuTN06,373.00,377.20,373.00,376.30,4.55,1.22%,376.55,81.80,"30,800,320.00","14,204",,
NYAuTN12,369.85,373.65,369.85,373.15,4.50,1.22%,372.35,81.20,"30,237,070.00","34,586",,
PGC30g,377.00,377.64,376.88,377.07,5.30,1.43%,377.04,0.72,"271,473.00",-,,
