合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,374.49,374.50,373.20,374.38,1.88,0.50%,374.06,214.00,"80,050,500.00",-,,
Au99.99,375.38,375.38,371.81,374.09,0.92,0.25%,373.77,"14,500.00","5,423,652,166.60",-,,
Au100g,373.29,375.50,373.00,375.46,2.17,0.58%,374.76,24.00,"8,994,268.00",-,,
iAu99.99,373.10,373.80,372.30,373.48,1.28,0.34%,373.06,"3,926.40","1,464,805,680.00",-,,
Au(T+D),373.73,374.50,371.08,374.04,1.56,0.42%,373.37,"17,516.00","6,540,032,640.00","140,002",多支付给空,"11,982"
Au(T+N1),377.20,377.20,377.00,377.10,0.60,0.16%,377.10,0.80,"301,680.00",702,,
Au(T+N2),374.00,375.50,373.05,374.55,1.25,0.33%,374.30,10.20,"3,818,080.00","89,060",,
mAu(T+D),373.74,374.70,371.33,374.17,1.37,0.37%,373.69,"7,183.20","2,684,353,498.00","561,074",空支付给多,"31,702"
Pt99.95,214.20,214.20,211.00,212.55,0.17,0.08%,212.17,574.00,"121,791,180.00",-,,
Ag(T+D),"5,142","5,153","5,096","5,137",23,0.45%,"5,128","3,451,576.00","17,702,188,864.00","6,598,652",空支付给多,"145,380"
NYAuTN06,379.80,380.70,376.50,380.40,1.95,0.52%,378.25,52.40,"19,820,590.00","21,340",,
NYAuTN12,374.85,376.45,373.00,375.85,1.50,0.40%,375.65,45.60,"17,130,970.00","34,582",,
PGC30g,379.61,380.00,378.00,379.18,1.10,0.29%,379.30,0.48,"182,067.60",-,,
