合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,365.50,365.50,364.35,364.70,-0.78,-0.21%,364.69,314.00,"114,515,740.00",-,,
Au99.99,365.99,367.60,363.70,365.16,-0.39,-0.11%,365.01,"19,134.64","7,065,875,597.80",-,,
Au100g,366.90,367.65,365.30,366.40,-1.96,-0.53%,366.33,35.60,"13,041,682.00",-,,
iAu99.99,363.30,365.00,362.80,363.72,-0.87,-0.24%,363.71,642.38,"233,640,895.00",-,,
Au(T+D),365.66,366.45,363.20,364.76,-1.40,-0.38%,364.55,"25,190.00","9,183,073,360.00","154,660",空支付给多,"15,900"
Au(T+N1),369.20,369.20,369.20,369.20,-0.95,-0.26%,369.20,2.00,"738,400.00",774,,
Au(T+N2),365.60,365.60,361.80,363.65,-1.20,-0.33%,363.65,4.60,"1,672,760.00","91,502",空支付给多,40
mAu(T+D),365.93,366.55,363.20,364.74,-1.27,-0.35%,364.81,"6,039.20","2,203,166,914.00","678,836",空支付给多,"43,532"
Pt99.95,202.00,203.99,200.29,203.39,1.39,0.69%,201.47,974.00,"199,773,620.00",-,,
Ag(T+D),"4,621","4,658","4,605","4,630",-11,-0.24%,"4,632","2,581,418.00","11,958,590,310.00","7,364,298",空支付给多,"287,790"
NYAuTN06,370.80,370.80,367.00,368.45,-1.90,-0.51%,368.40,31.40,"11,568,530.00","28,294",,
NYAuTN12,364.50,366.00,362.25,363.30,-2.10,-0.57%,363.80,164.00,"59,666,220.00","22,122",,
PGC30g,371.15,371.65,370.80,371.15,-0.75,-0.20%,371.15,0.36,"133,614.00",-,,
