合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.80,384.00,380.80,383.48,3.85,1.01%,382.76,38.00,"14,545,200.00",-,,
Au99.99,380.68,384.35,379.90,384.04,4.14,1.09%,383.46,"11,699.82","4,484,951,224.60",-,,
Au100g,379.98,384.60,379.98,384.30,3.80,1.00%,383.37,32.00,"12,267,986.00",-,,
iAu99.99,379.50,384.00,379.45,383.40,3.81,1.00%,383.37,263.46,"101,003,314.00",-,,
Au(T+D),380.00,384.25,379.40,383.68,4.47,1.18%,382.81,"26,176.00","10,020,651,580.00","150,776",空支付给多,"8,700"
Au(T+N1),383.00,386.00,381.60,385.35,4.60,1.21%,384.55,30.60,"11,767,400.00","61,926",,
Au(T+N2),385.00,389.00,383.60,388.85,6.90,1.81%,386.75,11.60,"4,486,420.00","66,372",,
mAu(T+D),380.10,384.22,379.30,383.71,4.03,1.06%,383.20,"8,351.60","3,200,365,880.00","756,448",空支付给多,"29,904"
Pt99.95,217.90,220.02,217.90,219.40,-1.41,-0.64%,219.62,582.00,"127,819,600.00",-,,
Ag(T+D),"4,875","4,926","4,864","4,884",60,1.24%,"4,895","1,889,010.00","9,248,208,454.00","6,496,616",空支付给多,"53,070"
NYAuTN06,382.65,386.30,382.05,385.75,4.70,1.23%,384.50,41.80,"16,071,610.00","27,680",,
NYAuTN12,386.10,390.80,385.90,390.10,4.10,1.06%,389.95,967.80,"377,420,050.00","43,694",,
PGC30g,386.30,388.60,386.30,388.21,2.41,0.62%,387.92,0.48,"186,203.40",-,,
