合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,400.29,405.00,400.29,404.55,0.62,0.15%,404.36,584.00,"236,150,060.00",-,,
Au99.99,403.80,405.25,403.79,404.60,0.58,0.14%,404.66,"10,018.18","4,022,889,022.20",-,,
Au100g,403.95,405.50,403.66,405.08,0.70,0.17%,404.59,25.80,"10,438,506.00",-,,
Au(T+D),403.38,405.24,403.10,404.30,1.02,0.25%,404.33,"24,688.00","9,982,173,420.00","206,578",多支付给空,"4,014"
Au(T+N1),411.95,412.65,410.10,412.00,1.00,0.24%,411.65,70.80,"29,145,680.00","38,934",多支付给空,"28,000"
Au(T+N2),404.35,406.35,404.35,405.65,1.60,0.40%,405.45,10.40,"4,216,890.00","128,836",多支付给空,
mAu(T+D),403.77,405.26,403.08,404.70,1.16,0.29%,404.49,"3,422.80","1,384,489,478.00","471,970",空支付给多,"15,808"
Pt99.95,199.00,200.45,198.82,199.64,0.89,0.45%,199.66,114.00,"22,762,340.00",-,,
Ag(T+D),"5,132","5,199","5,116","5,181",55,1.07%,"5,154","8,287,820.00","42,721,360,874.00","11,686,090",多支付给空,240
NYAuTN06,416.55,418.75,416.00,417.80,-0.10,-0.02%,418.15,127.20,"53,188,980.00","42,794",,
NYAuTN12,414.80,414.80,412.35,413.95,0.40,0.10%,413.90,"1,213.40","502,233,740.00","59,732",,
PGC30g,409.59,409.59,409.59,409.59,1.91,0.47%,409.59,0.06,"24,575.40",-,,
