合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,394.40,396.30,394.40,395.76,4.08,1.04%,395.51,492.00,"194,591,400.00",-,,
Au99.99,395.00,396.59,393.03,395.99,4.06,1.04%,395.67,"13,193.96","5,214,128,112.60",-,,
Au100g,393.50,396.50,393.50,396.21,3.63,0.92%,395.19,47.20,"18,653,180.00",-,,
iAu99.99,398.80,399.00,397.00,398.80,3.12,0.79%,398.80,2.22,"885,340.00",-,,
iAu100g,285.00,285.00,285.00,285.00,-51.28,-15.25%,285.00,3.60,"1,026,000.00",-,,
Au(T+D),393.15,396.50,393.12,395.71,3.81,0.97%,394.80,"95,582.00","37,736,350,940.00","222,564",空支付给多,"10,328"
Au(T+N1),394.80,398.00,393.05,395.80,4.25,1.09%,394.85,29.40,"11,609,060.00","111,402",多支付给空,
Au(T+N2),396.00,398.80,396.00,397.75,3.40,0.86%,396.90,154.80,"61,444,210.00","133,312",多支付给空,400
mAu(T+D),393.38,396.50,393.12,395.74,3.86,0.98%,394.88,"12,775.40","5,044,782,890.00","829,028",多支付给空,"16,370"
Pt99.95,201.80,203.65,201.20,202.81,0.18,0.09%,202.31,146.00,"29,538,500.00",-,,
Ag(T+D),"4,327","4,465","4,305","4,458",212,4.99%,"4,377","24,737,882.00","108,289,032,900.00","12,673,186",多支付给空,"42,630"
NYAuTN06,396.25,400.10,396.25,398.90,2.75,0.69%,399.00,327.40,"130,629,970.00","34,560",,
NYAuTN12,401.25,403.35,400.50,401.95,3.40,0.85%,401.70,187.80,"75,436,760.00","82,852",,
PGC30g,400.41,402.00,400.30,401.05,2.92,0.73%,400.85,1.38,"553,183.80",-,,
