合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.50,373.60,373.40,373.55,1.94,0.52%,373.48,216.00,"80,673,820.00",-,,
Au99.99,373.30,374.70,370.90,373.31,1.25,0.34%,373.53,"15,532.58","5,849,118,147.00",-,,
Au100g,372.23,375.17,372.23,374.36,1.39,0.37%,374.20,7.80,"2,918,818.00",-,,
iAu99.99,370.50,372.80,370.50,372.03,1.28,0.35%,372.03,0.62,"230,660.00",-,,
Au(T+D),371.13,374.00,370.62,373.44,2.83,0.76%,373.15,"17,286.00","6,450,414,740.00","152,114",空支付给多,"9,596"
Au(T+N1),375.00,376.95,373.80,376.05,2.00,0.53%,375.55,15.60,"5,858,500.00","60,522",,
Au(T+N2),378.00,379.20,378.00,378.70,2.80,0.74%,378.70,7.20,"2,726,500.00","63,346",,
mAu(T+D),371.20,374.10,370.77,373.21,2.22,0.60%,372.65,"5,659.80","2,109,168,424.00","805,258",空支付给多,"53,264"
Pt99.95,203.57,208.59,202.40,207.52,3.81,1.87%,207.47,108.00,"22,407,640.00",-,,
Ag99.99,"4,710","4,710","4,710","4,710",100,2.17%,"4,710","6,000.00","28,260,000.00",400,,
Ag(T+D),"4,650","4,689","4,635","4,672",49,1.06%,"4,664","1,665,930.00","7,771,065,766.00","6,842,234",多支付给空,"47,790"
NYAuTN06,374.55,376.05,373.20,376.05,3.35,0.90%,375.05,14.20,"5,326,080.00","28,116",,
NYAuTN12,378.00,380.60,377.25,380.25,2.75,0.73%,380.05,39.80,"15,125,940.00","10,540",,
PGC30g,379.25,379.25,379.17,379.21,2.41,0.64%,379.21,0.12,"45,505.20",-,,
