合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.25,393.40,392.50,393.06,3.61,0.93%,392.67,170.00,"66,754,180.00",-,,
Au99.99,389.20,394.60,389.00,393.20,3.52,0.90%,393.47,"12,617.90","4,963,459,239.40",-,,
Au100g,388.52,394.50,388.52,393.49,3.49,0.89%,393.07,23.00,"9,040,812.00",-,,
iAu99.99,391.90,392.50,391.08,391.12,4.69,1.21%,391.62,"2,450.12","960,350,211.80",-,,
Au(T+D),388.85,394.40,388.58,393.11,4.38,1.13%,392.72,"37,440.00","14,703,709,920.00","174,922",空支付给多,"10,160"
Au(T+N1),390.00,395.00,390.00,392.70,3.30,0.85%,393.90,57.40,"22,611,350.00","132,496",多支付给空,600
Au(T+N2),393.00,397.80,391.40,396.30,5.20,1.33%,395.40,14.20,"5,614,880.00","89,044",,
mAu(T+D),388.80,394.45,388.65,393.23,4.44,1.14%,392.46,"5,418.20","2,126,476,900.00","530,290",空支付给多,"12,902"
Pt99.95,253.43,257.90,253.32,256.89,4.48,1.77%,256.90,162.00,"41,619,020.00",-,,
Ag99.99,"5,770","5,770","5,770","5,770",53,0.93%,"5,770",600.00,"3,462,000.00",40,,
Ag(T+D),"5,655","5,792","5,624","5,749",81,1.43%,"5,727","7,213,252.00","41,310,515,984.00","7,909,424",空支付给多,"104,850"
NYAuTN06,388.80,393.85,388.80,392.85,3.75,0.96%,392.65,139.80,"54,890,960.00","34,970",,
NYAuTN12,392.90,397.60,392.15,396.15,3.65,0.93%,395.85,274.80,"108,785,720.00","26,786",,
PGC30g,400.00,400.00,400.00,400.00,6.19,1.57%,400.00,0.18,"72,000.00",-,,
