合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.00,377.35,377.00,377.30,-0.20,-0.05%,377.25,64.00,"24,144,100.00",-,,
Au99.99,379.00,379.00,376.30,377.29,-0.09,-0.02%,377.35,"6,745.74","2,538,057,467.20",-,,
Au100g,377.31,377.84,373.59,377.61,-0.37,-0.10%,377.22,13.60,"5,130,232.00",-,,
iAu99.99,377.40,377.40,376.50,376.63,-0.61,-0.16%,376.80,"1,370.80","516,521,270.00",-,,
Au(T+D),377.47,378.50,376.10,377.16,0.41,0.11%,377.40,"11,658.00","4,399,768,020.00","143,388",空支付给多,"5,414"
Au(T+N1),381.50,382.15,379.70,380.90,0.75,0.20%,380.90,4.40,"1,675,940.00",698,,
Au(T+N2),379.00,379.00,377.55,378.35,-0.30,-0.08%,378.35,6.00,"2,270,000.00","88,770",,
mAu(T+D),377.30,378.58,376.12,377.29,0.31,0.08%,377.30,"3,790.80","1,430,275,508.00","520,776",多支付给空,"10,688"
Pt99.95,217.50,218.62,215.87,216.66,-2.75,-1.25%,216.76,654.00,"141,765,240.00",-,,
Ag(T+D),"5,095","5,145","5,091","5,129",39,0.77%,"5,124","2,960,594.00","15,172,012,360.00","6,892,748",空支付给多,"198,600"
NYAuTN06,383.70,384.35,382.20,383.20,0.60,0.16%,383.60,6.80,"2,608,420.00","20,026",,
NYAuTN12,379.70,380.50,378.40,379.45,0.45,0.12%,379.35,46.40,"17,601,640.00","34,678",,
PGC30g,383.24,383.24,383.24,383.24,0.53,0.14%,383.24,0.06,"22,994.40",-,,
