合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.52,383.00,381.52,381.91,0.29,0.08%,382.28,236.00,"90,218,120.00",-,,
Au99.99,382.60,383.50,379.01,383.38,0.40,0.10%,382.34,"12,883.70","4,912,519,477.40",-,,
Au100g,383.99,384.00,377.35,382.55,0.24,0.06%,382.44,31.00,"11,855,654.00",-,,
Au(T+D),383.09,383.20,378.79,381.88,1.70,0.45%,381.62,"32,148.00","12,268,515,040.00","231,188",多支付给空,"13,506"
Au(T+N1),386.95,388.70,384.70,388.10,2.30,0.60%,387.55,18.80,"7,285,600.00","41,106",,
Au(T+N2),380.00,380.00,380.00,380.00,-1.40,-0.37%,380.00,4.00,"1,520,000.00","137,950",,
mAu(T+D),382.93,383.50,379.02,382.40,2.04,0.54%,381.92,"6,626.00","2,530,646,110.00","514,094",空支付给多,"65,768"
Pt99.95,225.83,228.11,225.83,227.02,4.29,1.93%,226.79,208.00,"47,173,860.00",-,,
Ag99.99,"5,013","5,013","5,013","5,013",292,6.19%,"5,013",810.00,"4,060,530.00",54,,
Ag(T+D),"5,019","5,045","4,916","5,012",53,1.07%,"4,975","17,641,106.00","87,778,375,150.00","12,453,988",多支付给空,"37,620"
沪纽金TN06,392.85,394.10,389.80,392.00,1.75,0.45%,392.45,90.80,"35,635,520.00","47,976",,
沪纽金TN12,387.75,388.45,384.90,387.45,2.65,0.69%,387.20,92.00,"35,623,300.00","36,988",,
熊猫金币30g,295.95,386.00,295.95,355.80,-30.87,-7.98%,355.80,0.18,"64,045.20",-,,
