合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.50,392.20,390.00,391.92,2.41,0.62%,390.91,460.00,"179,818,860.00",-,,
Au99.99,389.73,392.74,389.11,392.21,1.81,0.46%,391.81,"13,014.66","5,073,116,133.80",-,,
Au100g,390.44,393.00,389.51,392.79,2.49,0.64%,392.23,21.80,"8,550,618.00",-,,
Au(T+D),389.60,392.10,388.50,391.50,1.67,0.43%,390.89,"23,684.00","9,257,884,660.00","188,480",多支付给空,"9,346"
Au(T+N1),396.60,397.40,394.10,396.70,0.15,0.04%,396.00,13.20,"5,227,440.00","75,922",多支付给空,300
mAu(T+D),390.88,392.45,388.88,392.20,1.48,0.38%,391.29,"6,411.60","2,508,795,604.00","528,108",空支付给多,"32,908"
Pt99.95,224.50,228.52,224.50,228.52,5.27,2.36%,225.74,466.00,"105,196,320.00",-,,
Ag99.99,"5,384","5,384","5,384","5,384",84,1.58%,"5,384","3,900.00","20,997,600.00",260,,
Ag(T+D),"5,347","5,367","5,268","5,356",30,0.56%,"5,328","8,349,962.00","44,490,417,366.00","11,350,512",多支付给空,"9,750"
NYAuTN06,398.55,399.95,397.05,399.70,1.00,0.25%,398.15,41.60,"16,563,340.00","51,222",,
NYAuTN12,403.05,404.50,403.05,403.20,-0.25,-0.06%,403.20,2.20,"887,000.00","3,106",,
PGC30g,395.19,396.56,395.19,395.71,0.71,0.18%,395.71,0.36,"142,458.60",-,,
