合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,375.60,375.60,375.40,375.40,3.35,0.90%,375.43,32.00,"12,014,000.00",-,,
Au99.99,372.60,376.00,371.50,375.99,3.49,0.94%,374.61,"9,780.26","3,658,330,117.60",-,,
Au100g,372.50,375.99,372.50,375.13,2.32,0.62%,374.41,9.60,"3,594,380.00",-,,
iAu99.99,373.00,373.70,373.00,373.69,1.68,0.45%,373.69,20.08,"7,503,860.00",-,,
Au(T+D),372.30,375.90,371.00,375.45,2.98,0.80%,374.38,"27,930.00","10,456,505,940.00","157,292",多支付给空,"5,928"
Au(T+N1),376.00,379.80,376.00,378.80,1.50,0.40%,377.55,10.40,"3,926,350.00",618,,
Au(T+N2),372.50,377.00,371.80,377.00,4.35,1.17%,375.25,14.20,"5,328,300.00","89,260",,
mAu(T+D),371.92,375.82,371.25,375.67,3.17,0.85%,374.25,"4,219.60","1,579,221,360.00","542,228",多支付给空,"25,000"
Pt99.95,237.16,240.23,237.16,239.99,2.66,1.12%,239.59,780.00,"187,672,460.00",-,,
Ag99.99,"5,498","5,511","5,498","5,504",12,0.22%,"5,504","5,100.00","28,072,950.00",340,,
Ag(T+D),"5,448","5,498","5,360","5,480",42,0.77%,"5,453","3,650,104.00","19,906,806,732.00","8,273,980",多支付给空,"71,700"
NYAuTN06,378.90,382.30,378.15,382.20,3.50,0.92%,381.70,119.20,"45,497,440.00","6,870",,
NYAuTN12,376.05,379.20,374.55,379.05,3.15,0.84%,377.10,88.60,"33,412,140.00","37,096",,
PGC30g,379.13,381.00,379.13,380.47,2.06,0.54%,380.20,0.60,"228,123.60",-,,
