合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,393.50,394.55,389.00,389.55,-2.05,-0.52%,391.23,586.00,"229,265,660.00",-,,
Au99.99,391.40,395.00,389.80,390.66,-0.95,-0.24%,391.38,"19,895.38","7,755,467,360.40",-,,
Au100g,392.63,395.06,391.24,391.55,-2.06,-0.52%,392.76,33.20,"13,039,848.00",-,,
iAu99.99,394.60,395.50,394.60,394.62,-2.48,-0.62%,394.62,0.78,"307,806.00",-,,
Au(T+D),389.79,394.94,389.53,390.02,-3.58,-0.91%,391.68,"46,562.00","18,237,475,620.00","193,018",多支付给空,"16,272"
Au(T+N1),396.50,400.40,396.00,396.90,-0.75,-0.19%,399.85,193.20,"77,247,280.00","77,706",多支付给空,200
Au(T+N2),400.00,400.00,400.00,400.00,-1.70,-0.42%,400.00,0.20,"80,000.00","3,674",,
mAu(T+D),390.50,395.17,390.10,390.29,-3.95,-1.00%,391.74,"7,754.00","3,037,570,368.00","523,496",多支付给空,"53,844"
Pt99.95,226.40,227.92,226.40,227.76,0.32,0.14%,227.75,254.00,"57,849,580.00",-,,
Ag(T+D),"5,452","5,580","5,418","5,431",-62,-1.13%,"5,503","15,962,630.00","87,851,852,802.00","11,440,926",多支付给空,"33,180"
NYAuTN06,398.55,403.20,397.80,397.80,-4.20,-1.04%,399.40,916.60,"366,112,750.00","57,064",,
NYAuTN12,404.00,408.00,403.05,403.25,-2.80,-0.69%,404.75,63.80,"25,822,960.00","3,756",,
PGC30g,396.75,396.75,395.21,395.21,-1.58,-0.40%,395.90,0.90,"356,316.60",-,,
