合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,401.10,401.30,400.00,401.02,-1.36,-0.34%,400.70,562.00,"225,194,560.00",-,,
Au99.99,405.00,405.50,400.20,400.90,-1.84,-0.46%,400.89,"9,971.92","3,950,312,898.80",-,,
Au100g,403.11,404.78,400.60,401.36,-2.56,-0.63%,401.48,23.80,"9,555,420.00",-,,
iAu99.99,405.00,405.00,405.00,405.00,2.40,0.60%,405.00,0.02,"8,100.00",-,,
Au(T+D),402.92,403.10,399.52,400.45,-1.58,-0.39%,400.90,"34,136.00","13,685,383,880.00","210,628",多支付给空,"5,950"
Au(T+N1),408.75,408.75,406.10,406.15,-4.15,-1.01%,406.15,202.80,"82,367,630.00","37,862",,
Au(T+N2),402.70,403.30,400.70,400.95,-2.05,-0.51%,401.20,264.60,"106,164,780.00","128,784",多支付给空,"40,000"
mAu(T+D),402.39,403.50,399.91,400.96,-1.33,-0.33%,401.30,"4,074.60","1,635,149,304.00","456,926",多支付给空,"29,614"
Pt99.95,200.64,200.66,199.39,199.71,0.56,0.28%,200.19,174.00,"34,834,640.00",-,,
Ag99.99,"5,096","5,100","5,095","5,097",-23,-0.45%,"5,097","24,000.00","122,334,000.00","1,600",,
Ag(T+D),"5,190","5,222","5,038","5,063",-117,-2.26%,"5,131","13,660,678.00","70,095,557,370.00","11,670,038",多支付给空,"99,660"
沪纽金TN06,416.05,416.55,413.35,414.80,-0.15,-0.04%,414.35,29.80,"12,348,010.00","40,764",,
沪纽金TN12,412.65,412.65,409.35,410.65,-0.85,-0.21%,410.30,262.60,"107,748,950.00","72,790",,
熊猫金币30g,406.61,406.73,406.02,406.17,-1.48,-0.36%,406.42,0.72,"292,623.60",-,,
