合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.75,372.50,371.75,372.05,0.68,0.18%,372.13,432.00,"160,798,600.00",-,,
Au99.99,371.99,372.50,370.15,371.93,0.37,0.10%,372.06,"12,154.28","4,560,287,962.20",-,,
Au100g,372.00,373.63,371.09,372.95,0.00,0.00%,372.71,26.20,"9,765,076.00",-,,
iAu99.99,371.00,372.00,371.00,371.35,0.55,0.15%,371.35,904.04,"335,278,260.00",-,,
Au(T+D),371.84,372.45,370.00,371.81,0.30,0.08%,371.74,"19,780.00","7,353,039,680.00","171,510",多支付给空,"7,486"
Au(T+N1),374.60,377.40,374.60,376.45,-0.05,-0.01%,375.80,7.40,"2,781,080.00",616,,
Au(T+N2),374.00,374.00,374.00,374.00,1.65,0.44%,374.00,0.20,"74,800.00","89,286",多支付给空,302
mAu(T+D),371.31,372.60,370.19,372.11,0.52,0.14%,371.74,"3,374.00","1,254,256,652.00","546,798",空支付给多,"18,884"
Pt99.95,235.01,236.97,234.72,236.81,5.72,2.48%,236.19,358.00,"84,558,740.00",-,,
Ag99.99,"5,375","5,375","5,375","5,375",15,0.28%,"5,375","8,400.00","45,150,000.00",560,,
Ag(T+D),"5,323","5,363","5,290","5,342",15,0.28%,"5,333","3,112,824.00","16,602,225,872.00","8,470,284",多支付给空,"89,790"
NYAuTN06,379.80,380.40,378.60,379.65,0.50,0.13%,379.85,33.40,"12,686,970.00","3,984",,
NYAuTN12,376.80,377.35,375.00,376.30,0.05,0.01%,376.60,430.80,"162,238,600.00","37,734",,
PGC30g,377.41,378.20,377.41,377.92,-0.48,-0.13%,377.92,0.24,"90,702.60",-,,
