合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,385.70,385.90,385.10,385.38,4.69,1.23%,385.57,98.00,"37,785,900.00",-,,
Au99.99,380.00,386.50,380.00,385.57,4.44,1.17%,385.59,"11,865.10","4,581,922,392.20",-,,
Au100g,381.96,386.43,381.96,386.18,3.90,1.02%,384.99,29.00,"11,164,762.00",-,,
iAu99.99,380.70,384.70,380.70,384.32,5.35,1.41%,384.00,"1,329.74","510,629,338.00",-,,
Au(T+D),382.17,386.35,381.50,385.81,5.78,1.52%,384.53,"42,272.00","16,255,051,580.00","178,114",多支付给空,"10,402"
Au(T+N1),381.45,389.50,381.45,386.60,4.55,1.19%,386.70,8.20,"3,171,120.00","132,572",多支付给空,600
Au(T+N2),384.00,389.40,383.65,387.75,4.60,1.20%,387.15,9.00,"3,484,300.00","88,966",,
mAu(T+D),381.56,386.40,381.03,385.60,5.45,1.43%,384.64,"7,513.00","2,889,810,184.00","511,614",多支付给空,"20,656"
Pt99.95,263.65,264.90,261.50,264.49,2.89,1.10%,263.38,242.00,"63,740,120.00",-,,
Ag(T+D),"5,603","5,740","5,581","5,712",159,2.86%,"5,666","6,665,704.00","37,774,045,182.00","8,208,524",空支付给多,"221,220"
NYAuTN06,382.05,386.30,382.00,385.95,5.40,1.42%,384.70,76.00,"29,238,090.00","36,608",,
NYAuTN12,385.35,389.70,385.35,389.00,5.60,1.46%,387.80,193.20,"74,921,530.00","25,008",,
PGC30g,391.60,391.90,391.51,391.61,4.40,1.14%,391.60,1.32,"516,924.60",-,,
