合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,378.25,378.25,356.99,366.70,-0.78,-0.21%,366.56,154.00,"56,451,080.00",-,,
Au99.99,368.89,368.89,366.40,367.47,-0.52,-0.14%,366.74,"28,487.60","10,648,405,062.80",-,,
Au100g,366.07,368.10,366.07,367.54,-0.52,-0.14%,367.52,16.00,"5,880,396.00",-,,
iAu99.99,364.90,365.60,364.90,365.29,-0.72,-0.20%,365.29,120.02,"43,843,298.00",-,,
Au(T+D),367.23,367.60,366.00,366.88,0.60,0.16%,366.57,"14,506.00","5,317,508,980.00","155,302.00",多支付给空,"9,264.00"
Au(T+N1),370.30,372.70,370.30,371.50,-0.20,-0.05%,371.50,4.00,"1,486,000.00",754.00,,
Au(T+N2),366.00,367.00,364.10,365.60,-0.50,-0.14%,365.65,7.00,"2,559,540.00","91,282.00",空支付给多,120.00
mAu(T+D),366.95,367.60,366.10,367.21,0.43,0.12%,366.70,"5,930.40","2,174,689,342.00","703,026.00",空支付给多,"33,422.00"
Pt99.95,201.42,203.24,199.00,203.24,1.99,0.99%,200.84,918.00,"192,095,940.00",-,,
Ag99.99,"4,680.00","4,680.00","4,680.00","4,680.00",42.00,0.91%,"4,680.00",60.00,"280,800.00",4.00,,
Ag(T+D),"4,642.00","4,663.00","4,608.00","4,651.00",9.00,0.19%,"4,636.00","1,563,712.00","7,250,138,980.00","7,398,162.00",多支付给空,"33,570.00"
NYAuTN06,369.80,371.00,369.80,370.20,-0.20,-0.05%,370.15,30.80,"11,400,390.00","28,266.00",,
NYAuTN12,365.55,366.00,364.40,364.95,-0.80,-0.22%,364.95,84.20,"30,727,730.00","22,532.00",,
PGC30g,372.35,372.49,372.35,372.42,-0.94,-0.25%,372.42,0.12,"44,690.40",-,,
