合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.10,372.60,372.10,372.31,-1.86,-0.50%,372.28,304.00,"113,175,400.00",-,,
Au99.99,375.00,375.00,371.91,372.89,-1.29,-0.34%,372.44,"20,116.68","7,497,747,606.60",-,,
Au100g,374.77,374.77,372.30,373.73,0.64,0.17%,373.66,21.40,"7,996,326.00",-,,
iAu99.99,372.50,372.50,371.25,371.96,-1.68,-0.45%,372.22,0.84,"312,665.00",-,,
Au(T+D),373.51,374.19,371.70,372.77,-1.02,-0.27%,372.61,"17,402.00","6,484,292,800.00","146,696",多支付给空,"6,488"
Au(T+N1),374.10,375.90,374.10,374.65,-2.15,-0.57%,374.55,10.20,"3,820,280.00","60,524",,
Au(T+N2),378.90,378.90,377.15,378.05,1.35,0.36%,378.05,8.40,"3,175,760.00","63,306",,
mAu(T+D),373.66,374.30,371.83,372.75,-1.25,-0.33%,372.60,"5,449.20","2,030,416,196.00","755,194",空支付给多,"53,160"
Pt99.95,209.39,209.45,206.90,207.64,-1.92,-0.92%,208.37,512.00,"102,977,460.00",-,,
Ag(T+D),"4,735","4,739","4,692","4,716",-16,-0.34%,"4,710","2,150,466.00","10,130,522,622.00","6,963,176",空支付给多,"79,860"
NYAuTN06,375.45,376.20,374.40,374.65,-1.60,-0.43%,374.95,27.40,"10,274,370.00","28,092",,
NYAuTN12,379.70,380.50,378.45,378.90,-1.60,-0.42%,378.90,29.80,"11,290,850.00","12,790",,
PGC30g,395.00,395.00,372.00,374.81,-4.83,-1.27%,378.68,0.66,"249,933.00",-,,
