合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.00,379.60,376.00,379.20,3.78,1.01%,378.73,134.00,"50,750,600.00",-,,
Au99.99,375.00,379.95,374.61,379.82,4.47,1.19%,379.21,"13,415.60","5,120,289,414.20",-,,
Au100g,376.93,381.00,375.53,380.51,3.83,1.02%,379.55,46.80,"17,763,038.00",-,,
iAu99.99,374.75,379.00,374.75,377.78,4.29,1.15%,377.44,"2,406.00","908,136,218.00",-,,
Au(T+D),375.26,380.00,374.55,379.34,4.72,1.26%,378.34,"36,354.00","13,754,415,100.00","154,920",空支付给多,"9,238"
Au(T+N1),373.50,380.45,373.50,380.20,4.35,1.16%,378.40,20.80,"7,870,550.00","132,668",多支付给空,600
Au(T+N2),378.00,382.40,378.00,382.10,4.40,1.16%,379.90,13.60,"5,166,390.00","88,946",,
mAu(T+D),375.69,380.00,374.66,379.72,4.84,1.29%,378.77,"8,813.00","3,338,186,140.00","520,372",空支付给多,"46,724"
Pt99.95,265.67,270.06,265.67,268.09,2.00,0.75%,269.09,"1,152.00","303,947,540.00",-,,
Ag99.99,"5,653","5,653","5,653","5,653",196,3.59%,"5,653",30.00,"169,590.00",2,,
Ag(T+D),"5,536","5,688","5,515","5,635",167,3.05%,"5,617","7,428,288.00","41,728,096,290.00","8,393,226",多支付给空,"84,570"
NYAuTN06,374.85,379.50,374.70,379.00,4.95,1.32%,377.90,115.40,"43,611,900.00","37,066",,
NYAuTN12,379.35,383.60,378.70,383.40,4.75,1.25%,382.65,116.80,"44,696,880.00","24,712",,
PGC30g,384.46,385.00,384.46,384.89,4.02,1.06%,384.82,0.36,"138,535.20",-,,
