合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.80,374.00,370.80,373.83,4.29,1.16%,373.63,264.00,"98,640,500.00",-,,
Au99.99,370.70,374.48,369.70,373.85,4.06,1.10%,373.71,"7,969.42","2,978,258,562.00",-,,
Au100g,370.68,374.86,370.68,374.82,2.51,0.67%,373.78,7.60,"2,840,786.00",-,,
iAu99.99,369.01,372.20,369.01,371.49,2.91,0.79%,369.23,10.86,"4,009,930.60",-,,
iAu100g,300.00,300.00,300.00,300.00,20.00,7.14%,300.00,0.20,"60,000.00",-,,
Au(T+D),370.40,373.80,369.97,373.35,3.67,0.99%,372.70,"22,528.00","8,396,381,680.00","145,212",空支付给多,"3,364"
Au(T+N1),374.95,376.00,374.95,375.25,0.85,0.23%,375.25,1.40,"525,390.00",630,,
Au(T+N2),379.90,379.90,376.60,378.40,1.80,0.48%,378.40,6.60,"2,497,580.00","3,146",,
mAu(T+D),370.58,373.95,370.11,373.90,3.99,1.08%,373.02,"3,260.60","1,216,273,928.00","606,506",多支付给空,"30,146"
Pt99.95,207.66,207.66,206.50,206.99,0.43,0.21%,207.13,56.00,"11,599,720.00",-,,
Ag(T+D),"4,737","4,812","4,731","4,806",74,1.56%,"4,779","1,733,580.00","8,285,689,582.00","7,427,678",多支付给空,"33,510"
NYAuTN06,374.10,376.90,373.80,376.85,3.60,0.96%,375.95,48.80,"18,346,040.00","28,184",,
NYAuTN12,378.70,381.35,377.40,381.10,3.00,0.79%,379.90,30.00,"11,397,190.00","6,660",,
PGC30g,379.00,379.00,379.00,379.00,2.19,0.58%,379.00,0.12,"45,480.00",-,,
