合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,395.80,395.80,395.00,395.19,0.87,0.22%,395.64,166.00,"65,677,300.00",-,,
Au99.99,394.99,396.50,393.90,395.93,1.54,0.39%,395.98,"8,917.50","3,481,721,544.60",-,,
Au100g,395.11,397.32,395.02,396.80,1.78,0.45%,396.71,18.80,"7,458,266.00",-,,
iAu99.99,399.99,399.99,399.99,399.99,5.99,1.52%,399.99,0.04,"15,999.60",-,,
Au(T+D),393.93,395.87,393.63,395.70,2.22,0.56%,395.23,"35,846.00","14,167,622,760.00","226,366",多支付给空,"15,032"
Au(T+N1),401.85,402.35,400.05,401.90,2.25,0.56%,401.95,2.20,"884,250.00","39,956",,
Au(T+N2),396.65,396.70,393.55,396.50,2.25,0.57%,396.10,29.20,"11,565,810.00","134,594",多支付给空,
mAu(T+D),394.78,396.30,394.10,395.83,1.91,0.48%,395.71,"5,005.20","1,980,609,372.00","484,786",多支付给空,"14,936"
Pt99.95,193.25,198.46,193.25,198.05,4.55,2.35%,196.34,108.00,"21,205,120.00",-,,
Ag(T+D),"5,063","5,086","5,034","5,061",28,0.56%,"5,061","6,611,230.00","33,461,809,970.00","12,259,312",多支付给空,"492,870"
NYAuTN06,407.15,408.95,407.10,408.55,2.85,0.70%,408.40,58.60,"23,931,510.00","44,524",,
NYAuTN12,400.25,402.50,400.25,402.30,2.10,0.52%,401.80,87.20,"35,036,900.00","44,188",,
PGC30g,400.80,400.80,400.80,400.80,1.25,0.31%,400.80,0.12,"48,096.00",-,,
