合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.80,371.80,368.09,368.98,-0.48,-0.13%,369.26,102.00,"37,665,320.00",-,,
Au99.99,369.50,372.50,367.01,369.50,-0.39,-0.11%,369.59,"16,566.72","6,159,344,812.80",-,,
Au100g,371.72,372.70,367.10,369.77,-0.03,-0.01%,370.09,17.80,"6,587,614.00",-,,
iAu99.99,369.55,370.00,368.55,369.34,1.19,0.32%,368.94,"1,214.94","448,247,480.20",-,,
Au(T+D),369.36,372.66,367.20,369.50,0.85,0.23%,370.05,"40,040.00","14,816,886,740.00","146,704",空支付给多,"4,336"
Au(T+N1),375.50,375.50,372.55,373.50,0.40,0.11%,373.60,9.00,"3,362,620.00",694,,
Au(T+N2),371.50,373.00,369.05,370.00,0.55,0.15%,370.15,25.80,"9,549,680.00","90,384",多支付给空,60
mAu(T+D),369.90,372.95,367.45,369.41,0.49,0.13%,370.00,"9,399.00","3,477,643,422.00","541,134",空支付给多,"29,418"
Pt99.95,224.00,224.18,222.95,223.02,-3.01,-1.33%,223.56,612.00,"133,047,320.00",-,,
Ag99.99,"5,013","5,023","5,013","5,018",189,3.91%,"5,018","6,000.00","30,109,950.00",400,,
Ag(T+D),"4,971","5,085","4,956","4,979",18,0.36%,"5,012","4,285,004.00","21,480,150,238.00","6,228,570",空支付给多,"153,060"
NYAuTN06,374.10,378.95,372.50,374.30,1.10,0.29%,374.85,108.40,"40,632,860.00","18,368",,
NYAuTN12,371.95,374.15,368.50,370.55,0.60,0.16%,371.20,70.20,"26,058,600.00","29,786",,
PGC30g,375.25,375.25,375.25,375.25,0.75,0.20%,375.25,0.06,"22,515.00",-,,
