合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.50,369.50,365.00,365.20,-1.53,-0.42%,366.31,274.00,"100,371,000.00",-,,
Au99.99,367.00,370.50,365.00,365.15,-0.75,-0.21%,366.40,"23,522.26","8,616,407,413.00",-,,
Au100g,368.83,369.50,366.00,366.00,-1.15,-0.31%,367.52,32.80,"12,054,974.00",-,,
iAu99.99,365.00,368.56,363.80,363.86,-1.68,-0.46%,364.84,"1,535.92","560,368,648.20",-,,
Au(T+D),366.95,370.86,365.00,365.25,-1.40,-0.38%,367.45,"30,940.00","11,368,918,400.00","141,550",多支付给空,"6,158"
Au(T+N1),372.50,376.00,369.60,370.95,1.10,0.30%,371.90,8.40,"3,124,140.00",700,,
Au(T+N2),367.50,370.50,366.00,367.00,0.70,0.19%,367.85,7.40,"2,722,100.00","89,116",,
mAu(T+D),366.50,370.89,364.87,365.31,-1.47,-0.40%,366.55,"13,618.60","4,991,964,560.00","604,816",空支付给多,"83,250"
Pt99.95,221.56,222.49,221.50,222.07,8.12,3.80%,222.00,122.00,"27,084,440.00",-,,
Ag(T+D),"4,760","4,893","4,756","4,797",36,0.76%,"4,832","4,573,778.00","22,104,936,324.00","6,337,498",空支付给多,"89,820"
NYAuTN06,371.85,375.10,370.05,370.10,-1.75,-0.47%,371.85,80.00,"29,748,100.00","19,872",,
NYAuTN12,368.85,371.55,366.15,366.20,-1.35,-0.37%,369.10,57.00,"21,037,660.00","32,182",,
PGC30g,372.10,372.10,372.10,372.10,-0.53,-0.14%,372.10,0.12,"44,652.00",-,,
