合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,404.11,404.11,403.00,403.32,1.03,0.26%,403.71,368.00,"148,566,120.00",-,,
Au99.99,401.25,404.50,400.65,404.00,1.70,0.42%,403.90,"10,839.42","4,217,588,684.60",-,,
Au100g,401.70,405.00,401.70,403.74,0.77,0.19%,403.40,42.60,"17,185,018.00",-,,
iAu99.99,413.00,413.00,411.70,411.70,6.70,1.65%,411.70,100.00,"41,170,260.00",-,,
Au(T+D),400.57,404.50,400.40,403.64,1.35,0.34%,403.03,"31,580.00","12,727,845,000.00","205,706",空支付给多,"12,280"
Au(T+N1),410.90,412.00,405.95,411.25,0.40,0.10%,410.50,151.00,"61,988,630.00","35,928",,
Au(T+N2),403.85,405.90,401.80,405.40,1.80,0.45%,404.40,13.60,"5,500,180.00","158,462",多支付给空,400
mAu(T+D),401.00,404.59,400.36,403.61,1.08,0.27%,403.18,"5,057.40","2,039,087,426.00","853,890",多支付给空,"53,680"
Pt99.95,191.75,196.85,191.28,194.88,0.35,0.18%,194.80,426.00,"82,986,100.00",-,,
Ag(T+D),"5,032","5,159","4,960","5,111",-21,-0.41%,"5,058","19,408,252.00","98,181,224,186.00","11,749,616",多支付给空,"48,660"
NYAuTN06,414.00,417.70,414.00,415.90,0.85,0.20%,416.50,274.60,"114,366,790.00","34,124",,
NYAuTN12,411.00,414.00,410.85,413.00,1.55,0.38%,413.15,326.20,"134,776,060.00","88,768",,
PGC30g,409.11,409.11,409.11,409.11,1.12,0.27%,409.11,0.06,"24,546.60",-,,
