合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.40,378.00,376.30,377.75,5.65,1.52%,377.13,406.00,"153,115,720.00",-,,
Au99.99,374.88,378.50,374.88,378.43,5.44,1.46%,377.50,"14,414.50","5,355,132,634.20",-,,
Au100g,377.51,378.00,376.00,377.75,4.78,1.28%,377.40,32.00,"12,076,954.00",-,,
Au(T+D),375.90,378.00,375.37,377.64,7.22,1.95%,376.83,"35,430.00","13,351,340,680.00","236,034",多支付给空,"7,274"
Au(T+N1),380.00,383.15,380.00,382.25,6.05,1.61%,382.40,9.60,"3,670,890.00","40,952",,
Au(T+N2),376.95,378.00,376.00,377.55,11.85,3.24%,377.00,70.60,"26,617,990.00","138,350",多支付给空,16
mAu(T+D),375.99,378.15,375.33,378.12,7.14,1.92%,377.09,"7,647.60","2,883,886,970.00","536,760",空支付给多,"34,152"
Pt99.95,217.38,217.38,216.13,217.00,0.32,0.15%,217.06,150.00,"32,559,920.00",-,,
Ag(T+D),"4,861","4,992","4,855","4,942",251,5.35%,"4,915","20,305,798.00","99,809,307,994.00","12,186,504",多支付给空,"29,400"
NYAuTN06,387.10,388.40,386.40,388.10,6.75,1.77%,387.30,189.20,"73,282,080.00","48,112",,
NYAuTN12,381.60,382.85,381.05,382.50,5.70,1.51%,382.00,215.80,"82,434,250.00","37,342",,
PGC30g,382.00,382.00,382.00,382.00,4.60,1.22%,382.00,0.36,"137,520.00",-,,
