合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.00,391.00,389.30,389.67,-0.17,-0.04%,389.98,98.00,"38,218,900.00",-,,
Au99.99,389.60,391.25,386.00,389.59,1.06,0.27%,390.05,"13,287.34","4,943,333,916.20",-,,
Au100g,387.81,391.48,387.00,390.32,1.02,0.26%,390.05,24.40,"9,517,444.00",-,,
iAu99.99,392.80,393.00,389.01,390.04,-4.79,-1.21%,391.65,49.64,"19,441,626.20",-,,
Au(T+D),388.38,391.35,385.70,389.68,-1.72,-0.44%,388.82,"100,784.00","39,187,238,300.00","234,542",多支付给空,"9,206"
Au(T+N1),393.05,395.50,386.40,393.90,2.70,0.69%,388.20,"2,313.80","898,177,590.00","20,816",,
Au(T+N2),390.10,392.90,388.00,392.25,-1.40,-0.36%,390.10,350.40,"136,692,380.00","137,816",多支付给空,400
mAu(T+D),388.00,391.29,386.00,389.68,-1.56,-0.40%,388.70,"16,666.40","6,478,379,180.00","850,814",多支付给空,"30,954"
Pt99.95,190.00,197.70,190.00,196.90,4.90,2.55%,193.18,136.00,"26,272,700.00",-,,
Ag(T+D),"4,140","4,196","4,085","4,170",-31,-0.74%,"4,144","19,419,968.00","80,490,551,750.00","13,731,012",多支付给空,"3,540"
NYAuTN06,392.00,398.05,390.00,396.95,6.00,1.53%,396.45,293.00,"116,165,640.00","2,126",,
NYAuTN12,394.10,397.10,391.95,395.65,-1.55,-0.39%,395.30,622.80,"246,203,980.00","78,944",,
PGC30g,392.50,396.31,392.50,394.27,-1.33,-0.34%,394.27,0.36,"141,937.20",-,,
