合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,367.58,367.58,366.90,366.91,-0.06,-0.02%,367.16,272.00,"99,868,600.00",-,,
Au99.99,367.10,368.20,366.60,367.16,-0.21,-0.06%,367.12,"10,759.82","3,950,350,651.40",-,,
Au100g,367.00,368.75,367.00,368.20,0.72,0.20%,368.31,12.60,"4,640,786.00",-,,
iAu99.99,365.68,366.90,365.56,366.12,-0.08,-0.02%,366.01,881.40,"322,606,563.60",-,,
iAu100g,290.01,290.01,290.01,290.01,-87.99,-23.28%,290.01,1.20,"348,012.00",-,,
Au(T+D),367.20,368.40,365.97,367.06,0.33,0.09%,367.13,"15,498.00","5,689,883,280.00","142,664",空支付给多,"6,782"
Au(T+N1),371.00,371.80,370.05,370.95,0.95,0.26%,370.95,4.40,"1,632,220.00",698,,
Au(T+N2),365.05,369.00,365.05,367.85,0.05,0.01%,367.40,5.80,"2,130,970.00","89,110",,
mAu(T+D),367.52,368.45,366.11,367.19,0.36,0.10%,367.19,"5,332.60","1,958,092,046.00","534,030",空支付给多,"94,946"
Pt99.95,218.27,218.55,217.72,218.32,-1.09,-0.50%,218.36,142.00,"31,007,580.00",-,,
Ag(T+D),"4,794","4,816","4,745","4,797",1,0.02%,"4,780","2,832,302.00","13,540,637,304.00","6,379,902",多支付给空,"33,720"
NYAuTN06,372.30,373.50,371.55,372.40,0.45,0.12%,372.20,27.20,"10,123,650.00","19,844",,
NYAuTN12,368.25,369.50,367.20,368.15,0.70,0.19%,368.20,112.60,"41,457,870.00","31,800",,
PGC30g,370.12,370.12,370.12,370.12,-1.75,-0.47%,370.12,0.06,"22,207.20",-,,
