合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,397.40,399.30,397.10,398.34,1.00,0.25%,397.52,112.00,"44,522,980.00",-,,
Au99.99,397.02,398.09,396.85,397.76,0.61,0.15%,397.44,"6,521.28","2,588,314,308.40",-,,
Au100g,397.05,397.97,395.38,397.91,0.50,0.13%,396.83,55.80,"22,143,306.00",-,,
iAu99.99,401.00,402.90,399.00,400.23,-2.26,-0.56%,400.37,0.72,"288,266.40",-,,
Au(T+D),397.50,398.11,396.74,397.93,0.31,0.08%,397.50,"44,218.00","17,576,664,760.00","237,204",多支付给空,"8,244"
Au(T+N1),400.55,402.55,400.55,402.20,0.15,0.04%,402.10,146.20,"58,789,320.00","22,674",,
Au(T+N2),399.60,400.55,399.55,400.15,-0.40,-0.10%,400.15,53.20,"21,287,010.00","140,022",,
mAu(T+D),397.70,398.10,396.76,397.90,0.26,0.07%,397.44,"4,188.00","1,664,517,126.00","868,050",多支付给空,"23,170"
Pt99.95,193.00,195.96,193.00,194.50,0.89,0.46%,194.60,344.00,"66,943,360.00",-,,
Ag99.99,"4,313","4,313","4,313","4,313",83,1.96%,"4,313",300.00,"1,293,900.00",20,,
Ag(T+D),"4,290","4,299","4,258","4,289",-11,-0.26%,"4,278","7,362,446.00","31,502,806,040.00","13,142,984",多支付给空,"8,760"
沪纽金TN06,407.30,409.00,407.10,408.75,0.55,0.13%,408.30,51.40,"20,985,840.00","11,056",,
沪纽金TN12,406.50,407.00,405.40,406.55,0.35,0.09%,406.30,280.60,"114,004,850.00","76,476",,
熊猫金币30g,402.93,403.11,402.93,403.02,-0.39,-0.10%,403.02,0.36,"145,087.20",-,,
