合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,372.00,372.00,370.80,371.51,-3.38,-0.90%,371.29,410.00,"152,229,300.00",-,,
Au99.99,374.61,374.62,370.50,371.44,-3.26,-0.87%,371.42,"15,069.06","5,596,287,973.40",-,,
Au100g,374.45,374.99,371.88,372.25,-3.42,-0.91%,372.90,17.00,"6,339,314.00",-,,
iAu99.99,370.45,370.70,369.70,369.79,-3.72,-1.00%,370.25,"1,500.04","555,393,070.00",-,,
Au(T+D),374.70,374.78,370.66,371.21,-3.52,-0.94%,371.68,"25,460.00","9,463,004,360.00","166,656",多支付给空,"7,832"
Au(T+N1),374.00,374.00,371.70,372.05,-3.80,-1.01%,372.20,547.20,"203,667,280.00","136,102",多支付给空,
Au(T+N2),377.50,377.50,374.20,374.80,-3.10,-0.82%,375.75,16.80,"6,312,470.00","88,850",,
mAu(T+D),374.70,375.50,370.60,371.37,-3.47,-0.93%,371.71,"7,730.00","2,873,355,402.00","534,236",空支付给多,"57,858"
Pt99.95,261.00,263.00,260.75,261.03,-2.34,-0.89%,261.30,208.00,"54,351,560.00",-,,
Ag(T+D),"5,394","5,400","5,311","5,360",-34,-0.63%,"5,352","4,855,854.00","25,990,891,128.00","8,188,056",多支付给空,"57,060"
NYAuTN06,374.10,374.10,370.75,371.30,-2.95,-0.79%,371.90,48.00,"17,852,570.00","37,780",,
NYAuTN12,378.90,378.90,375.40,375.70,-3.70,-0.98%,376.55,23.80,"8,961,680.00","25,520",,
PGC30g,378.52,379.19,377.12,377.96,-2.99,-0.78%,378.05,0.36,"136,100.40",-,,
