合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,374.50,374.70,374.15,374.17,-0.44,-0.12%,374.29,164.00,"61,384,560.00",-,,
Au99.99,375.25,375.25,372.50,374.18,-0.11,-0.03%,374.21,"15,968.84","6,020,764,434.00",-,,
Au100g,374.67,376.15,372.16,373.09,-2.83,-0.75%,374.43,18.00,"6,739,848.00",-,,
iAu99.99,373.60,373.67,373.00,373.64,0.47,0.13%,373.64,4.36,"1,629,080.00",-,,
Au(T+D),374.42,374.70,372.13,374.14,0.04,0.01%,373.79,"18,386.00","6,872,526,860.00","146,840",空支付给多,"6,730"
Au(T+N1),377.40,377.40,375.10,376.80,1.15,0.31%,376.80,10.00,"3,768,200.00","60,582",,
mAu(T+D),374.38,374.74,372.10,374.21,0.07,0.02%,374.00,"4,050.40","1,514,864,988.00","766,306",多支付给空,"54,504"
Pt99.95,208.26,209.58,208.09,209.56,0.90,0.43%,209.17,128.00,"26,774,980.00",-,,
Ag99.99,"4,772","4,772","4,772","4,772",62,1.32%,"4,772","1,080.00","5,153,760.00",72,,
Ag(T+D),"4,758","4,764","4,712","4,739",13,0.28%,"4,732","1,443,628.00","6,832,612,602.00","6,900,998",多支付给空,"34,110"
NYAuTN06,376.50,376.95,375.00,376.65,-0.05,-0.01%,376.25,40.60,"15,275,350.00","28,110",,
NYAuTN12,379.90,381.30,378.85,381.20,0.30,0.08%,380.50,44.60,"16,971,110.00","12,630",,
PGC30g,379.97,382.00,370.50,379.64,-0.45,-0.12%,377.25,2.58,"973,314.60",-,,
