合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,398.00,398.00,397.00,397.34,0.70,0.18%,397.39,588.00,"233,670,440.00",-,,
Au99.99,399.00,399.00,397.00,397.15,0.15,0.04%,397.55,"19,831.50","7,870,245,744.40",-,,
Au100g,397.50,398.29,397.20,397.41,0.90,0.23%,397.65,34.20,"13,599,920.00",-,,
iAu99.99,403.18,403.18,401.80,402.49,1.49,0.37%,402.49,0.04,"16,099.60",-,,
Au(T+D),398.40,398.70,397.10,397.25,0.66,0.17%,397.62,"37,712.00","14,995,088,380.00","226,618",多支付给空,"16,960"
Au(T+N1),401.50,402.50,401.50,402.05,1.45,0.36%,402.05,25.00,"10,051,310.00","22,652",,
Au(T+N2),400.95,401.55,399.80,401.05,1.75,0.44%,400.55,25.60,"10,253,710.00","139,534",多支付给空,600
mAu(T+D),398.60,398.88,397.15,397.25,0.68,0.17%,397.64,"4,235.60","1,684,253,670.00","864,334",多支付给空,"37,814"
Pt99.95,192.40,194.70,192.40,193.61,-3.90,-1.97%,194.23,"1,012.00","196,568,400.00",-,,
Ag(T+D),"4,312","4,322","4,283","4,288",-10,-0.23%,"4,300","3,782,576.00","16,267,265,316.00","13,021,380",多支付给空,"227,430"
沪纽金TN06,408.00,409.05,407.25,407.80,0.90,0.22%,408.20,159.20,"64,990,090.00","10,788",,
沪纽金TN12,407.10,407.95,405.65,406.25,1.15,0.28%,406.20,381.20,"154,846,310.00","75,942",,
熊猫金币30g,403.66,403.70,403.06,403.41,0.81,0.20%,403.41,0.30,"121,024.80",-,,
