合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.5,384.00,384.00,384.00,384.00,46.00,13.61%,384.00,200.00,"76,800,000.00",-,,
Au99.95,383.80,384.45,383.65,383.70,3.60,0.95%,383.81,212.00,"81,368,520.00",-,,
Au99.99,381.70,384.80,381.00,384.29,1.78,0.47%,384.02,"8,900.98","3,417,272,307.00",-,,
Au100g,383.95,385.46,383.25,383.94,0.89,0.23%,384.36,24.40,"9,378,482.00",-,,
iAu99.99,385.80,388.00,385.80,386.79,5.29,1.39%,386.77,205.04,"79,304,716.00",-,,
Au(T+D),381.86,384.80,381.00,383.78,5.44,1.44%,383.55,"30,418.00","11,666,869,520.00","178,554",空支付给多,"11,312"
Au(T+N1),384.00,384.50,384.00,384.20,5.00,1.32%,384.20,66.40,"25,512,540.00","113,480",多支付给空,
Au(T+N2),386.80,386.80,383.95,384.35,3.60,0.95%,385.60,284.00,"109,510,370.00","89,616",多支付给空,200
mAu(T+D),382.29,384.97,381.00,383.73,5.29,1.40%,383.59,"6,113.80","2,345,223,512.00","533,758",空支付给多,"33,952"
Pt99.95,246.00,250.14,245.11,248.72,1.31,0.53%,248.22,806.00,"200,068,340.00",-,,
Ag(T+D),"5,525","5,613","5,506","5,571",31,0.56%,"5,572","4,963,488.00","27,657,326,716.00","8,168,310",空支付给多,"18,360"
NYAuTN06,386.40,389.40,385.70,387.55,3.05,0.79%,387.95,143.00,"55,476,320.00","33,478",,
NYAuTN12,389.70,392.90,389.25,391.45,3.95,1.02%,391.70,411.20,"161,067,740.00","40,618",,
PGC30g,390.00,390.50,390.00,390.25,2.99,0.77%,390.25,0.12,"46,830.00",-,,
