合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.50,369.80,369.30,369.62,-1.39,-0.37%,369.55,120.00,"44,346,400.00",-,,
Au99.99,373.00,373.00,369.00,369.44,-2.74,-0.74%,369.79,"22,482.54","8,326,292,349.20",-,,
Au100g,374.10,374.75,370.00,370.77,-1.91,-0.51%,371.40,38.20,"14,187,600.00",-,,
iAu99.99,369.00,369.00,368.00,368.64,-2.18,-0.59%,368.77,341.42,"125,907,368.80",-,,
Au(T+D),373.00,373.10,367.73,369.50,-0.45,-0.12%,370.27,"25,060.00","9,279,214,960.00","149,912",多支付给空,"9,988"
Au(T+N1),376.50,376.50,373.00,374.00,-0.90,-0.24%,374.20,7.40,"2,769,020.00",754,,
Au(T+N2),368.10,370.80,368.10,369.45,0.55,0.15%,369.45,4.00,"1,477,800.00","91,876",空支付给多,
mAu(T+D),372.75,373.25,367.80,369.16,-0.94,-0.25%,369.92,"6,775.00","2,506,231,958.00","653,514",多支付给空,"41,660"
Pt99.95,207.80,210.32,205.00,208.01,-3.82,-1.80%,207.71,586.00,"121,723,240.00",-,,
Ag(T+D),"4,853","4,865","4,728","4,801",-45,-0.93%,"4,801","4,057,790.00","19,482,237,130.00","6,985,102",多支付给空,"117,930"
NYAuTN06,377.00,378.30,372.35,373.55,-1.15,-0.31%,374.00,111.80,"41,814,600.00","27,954",,
NYAuTN12,373.05,373.20,367.50,369.45,0.25,0.07%,369.65,18.40,"6,801,990.00","21,190",,
PGC30g,378.00,378.00,376.00,376.52,-0.48,-0.13%,376.52,0.30,"112,957.20",-,,
