合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,364.00,366.40,363.90,365.99,-1.45,-0.39%,364.53,388.00,"141,441,120.00",-,,
Au99.99,364.51,367.00,362.02,366.64,-0.15,-0.04%,365.12,"14,218.10","5,152,317,977.80",-,,
Au100g,365.71,368.00,362.62,366.60,-1.59,-0.43%,365.68,22.20,"8,118,144.00",-,,
iAu99.99,362.90,363.40,362.90,363.22,-2.22,-0.61%,363.22,70.00,"25,426,000.00",-,,
Au(T+D),364.30,366.80,361.60,366.40,0.20,0.05%,364.49,"46,390.00","16,909,080,420.00","161,628",空支付给多,"11,900"
Au(T+N1),365.50,368.80,364.00,367.25,-2.45,-0.66%,367.00,31.60,"11,596,840.00","160,616",多支付给空,
Au(T+N2),368.00,371.50,366.40,371.00,-0.45,-0.12%,369.30,28.80,"10,636,040.00","85,940",多支付给空,200
mAu(T+D),364.87,366.90,361.83,366.37,-0.25,-0.07%,364.47,"8,492.20","3,095,185,546.00","575,086",空支付给多,"50,208"
Pt99.95,264.00,264.00,259.93,261.28,-3.04,-1.15%,260.99,"1,352.00","334,168,520.00",-,,
Ag(T+D),"5,406","5,432","5,331","5,390",-35,-0.65%,"5,381","8,719,744.00","46,926,877,306.00","7,998,262",空支付给多,"241,740"
NYAuTN06,364.95,367.20,362.20,366.90,-0.50,-0.14%,364.40,155.60,"56,700,000.00","38,882",,
NYAuTN12,369.75,372.45,367.75,372.05,0.65,0.18%,369.90,88.40,"32,700,210.00","20,878",,
PGC30g,373.10,373.10,367.98,371.45,-1.78,-0.48%,370.07,0.96,"355,269.00",-,,
