合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,362.55,363.10,360.80,362.07,-1.37,-0.38%,362.58,384.00,"139,231,600.00",-,,
Au99.99,364.30,364.47,361.00,362.14,-1.50,-0.41%,362.77,"12,370.82","4,487,842,665.40",-,,
Au100g,364.80,365.09,362.80,364.24,-0.53,-0.15%,364.23,49.00,"17,847,674.00",-,,
iAu99.99,361.10,361.65,360.10,360.69,-1.31,-0.36%,361.20,519.50,"187,644,032.80",-,,
Au(T+D),363.91,364.05,360.00,362.55,-0.76,-0.21%,362.33,"19,964.00","7,233,585,840.00","135,022",空支付给多,"8,090"
Au(T+N1),367.00,367.90,365.60,366.80,-0.20,-0.05%,366.80,5.00,"1,834,000.00",696,,
Au(T+N2),363.00,363.70,361.10,363.50,1.90,0.53%,362.75,7.20,"2,611,760.00","89,112",,
mAu(T+D),363.90,364.30,360.93,362.48,-0.96,-0.26%,362.58,"8,765.80","3,178,359,430.00","547,862",多支付给空,"61,198"
Pt99.95,210.20,210.20,207.00,208.63,-1.87,-0.89%,208.39,442.00,"92,110,920.00",-,,
Ag(T+D),"4,722","4,729","4,567","4,588",-156,-3.29%,"4,611","4,590,166.00","21,166,018,828.00","6,469,882",多支付给空,"233,160"
NYAuTN06,368.25,368.55,366.45,367.20,-1.90,-0.51%,367.80,48.80,"17,949,100.00","21,054",,
NYAuTN12,364.50,365.00,361.65,362.80,-1.40,-0.38%,363.05,104.00,"37,758,020.00","32,574",,
PGC30g,368.31,369.00,368.31,368.73,-1.12,-0.30%,368.73,0.30,"110,621.40",-,,
