合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.5,370.50,370.50,370.50,370.50,-0.70,-0.19%,370.50,300.00,"111,150,000.00",-,,
Au99.95,370.30,370.80,370.30,370.40,1.42,0.38%,370.55,392.00,"145,256,760.00",-,,
Au99.99,371.80,372.30,370.01,370.45,0.95,0.26%,370.71,"11,893.76","4,410,603,134.80",-,,
Au100g,370.00,371.65,370.00,371.30,1.53,0.41%,371.04,17.80,"6,604,572.00",-,,
iAu99.99,369.80,370.50,369.50,370.21,0.87,0.24%,370.16,110.26,"40,814,392.60",-,,
Au(T+D),370.08,371.40,370.05,370.43,0.38,0.10%,370.58,"19,534.00","7,239,103,880.00","151,082",空支付给多,"3,242"
Au(T+N1),375.50,375.50,374.05,374.80,1.20,0.32%,374.80,12.40,"4,647,510.00",694,,
Au(T+N2),371.50,371.50,371.50,371.50,1.35,0.36%,371.50,0.40,"148,600.00","90,384",,
mAu(T+D),370.00,371.60,369.91,370.39,0.39,0.11%,370.72,"3,685.20","1,366,186,166.00","536,854",空支付给多,"29,190"
Pt99.95,225.59,225.59,224.66,225.08,2.06,0.92%,225.17,142.00,"31,974,560.00",-,,
Ag(T+D),"4,987","5,023","4,963","4,974",-38,-0.76%,"4,989","2,077,416.00","10,365,098,370.00","6,208,034",空支付给多,"28,050"
NYAuTN06,375.50,376.85,375.15,375.35,0.50,0.13%,375.55,19.80,"7,435,660.00","18,390",,
NYAuTN12,372.00,372.80,371.35,371.70,0.50,0.13%,371.90,128.60,"47,825,550.00","29,600",,
PGC30g,376.20,376.20,376.20,376.20,0.95,0.25%,376.20,0.12,"45,144.00",-,,
