合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.35,376.35,375.15,375.24,0.55,0.15%,375.73,310.00,"116,476,640.00",-,,
Au99.99,374.60,376.79,372.09,375.20,0.55,0.15%,375.64,"15,664.58","5,906,554,566.20",-,,
Au100g,375.39,378.95,374.71,376.47,1.37,0.37%,376.92,15.00,"5,653,844.00",-,,
iAu99.99,373.00,375.15,373.00,373.94,0.47,0.13%,374.14,759.98,"284,342,710.60",-,,
Au(T+D),374.28,376.98,374.00,375.36,1.61,0.43%,375.61,"22,106.00","8,303,376,460.00","165,512",空支付给多,"7,800"
Au(T+N1),376.00,377.40,376.00,377.20,2.50,0.67%,377.05,29.60,"11,161,460.00","135,268",多支付给空,600
Au(T+N2),379.00,379.80,377.60,378.75,1.60,0.42%,378.75,4.60,"1,742,160.00","88,852",,
mAu(T+D),374.30,376.93,373.87,375.48,1.88,0.50%,375.50,"4,399.60","1,652,065,778.00","514,968",空支付给多,"29,510"
Pt99.95,258.23,262.00,257.92,261.54,1.63,0.63%,260.64,50.00,"13,032,420.00",-,,
Ag(T+D),"5,391","5,496","5,380","5,470",103,1.92%,"5,451","6,211,930.00","33,867,114,810.00","8,370,876",多支付给空,"79,770"
NYAuTN06,374.10,376.60,374.10,375.10,1.35,0.36%,375.50,42.40,"15,922,270.00","37,678",,
NYAuTN12,379.20,381.40,378.60,379.95,2.00,0.53%,380.40,43.80,"16,661,100.00","25,560",,
PGC30g,381.16,382.18,381.16,381.50,1.50,0.39%,381.50,0.18,"68,670.00",-,,
