合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.00,381.78,380.40,380.57,-1.79,-0.47%,381.00,344.00,"131,065,560.00",-,,
Au99.99,381.60,383.69,380.45,380.46,-1.00,-0.26%,381.15,"14,075.34","5,363,248,878.80",-,,
Au100g,382.99,384.19,380.00,381.69,-0.49,-0.13%,381.97,26.20,"10,007,748.00",-,,
Au(T+D),380.75,383.50,380.00,380.38,-1.06,-0.28%,381.36,"29,512.00","11,254,874,340.00","214,324",多支付给空,"8,714"
Au(T+N1),387.30,388.00,385.30,385.65,-1.45,-0.37%,386.05,75.60,"29,184,900.00","42,532",多支付给空,300
Au(T+N2),380.05,380.05,380.00,380.00,-0.70,-0.18%,380.00,1.00,"380,010.00","116,460",多支付给空,6
mAu(T+D),380.81,383.90,380.50,380.57,-1.11,-0.29%,381.56,"7,971.40","3,041,599,684.00","546,034",空支付给多,"36,058"
Pt99.95,222.05,223.11,220.50,222.92,-2.49,-1.10%,222.56,214.00,"47,628,680.00",-,,
Ag(T+D),"4,933","4,988","4,907","4,934",-37,-0.74%,"4,950","10,194,408.00","50,465,784,986.00","11,279,738",多支付给空,"29,940"
沪纽金TN06,391.30,393.15,389.90,390.10,-1.25,-0.32%,391.05,43.80,"17,129,000.00","48,136",,
沪纽金TN12,386.10,387.90,384.90,385.20,-0.45,-0.12%,385.50,241.40,"93,055,340.00","31,994",,
熊猫金币30g,386.50,386.50,386.50,386.50,-0.13,-0.03%,386.50,0.06,"23,190.00",-,,
