合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,427.00,428.30,427.00,427.32,0.28,0.07%,427.50,222.00,"94,905,800.00",-,,
Au99.99,427.10,428.80,426.50,428.09,0.41,0.10%,428.17,"12,698.22","5,357,592,283.80",-,,
Au100g,427.81,428.88,427.20,428.09,0.01,0.00%,428.17,28.40,"12,160,064.00",-,,
iAu99.99,444.00,444.00,438.50,443.54,1.54,0.35%,443.54,0.24,"106,450.00",-,,
Au(T+D),426.90,428.90,426.29,428.07,0.28,0.07%,427.79,"53,074.00","22,704,817,020.00","281,724",多支付给空,"6,888"
Au(T+N1),433.75,438.60,433.60,437.70,0.40,0.09%,437.15,6.20,"2,710,490.00","26,614",,
Au(T+N2),433.00,433.00,430.25,432.45,0.65,0.15%,432.45,45.60,"19,718,930.00","146,642",,
mAu(T+D),427.94,428.88,426.22,428.20,0.33,0.08%,427.94,"7,183.80","3,074,297,550.00","969,904",多支付给空,"24,012"
Pt99.95,215.80,217.11,215.80,216.63,5.28,2.50%,216.48,124.00,"26,844,620.00",-,,
Ag99.99,"5,706","5,708","5,706","5,707",117,2.09%,"5,707","3,210.00","18,319,680.00",214,,
Ag(T+D),"5,671","5,708","5,624","5,678",31,0.55%,"5,664","11,992,026.00","67,931,417,314.00","12,477,308",多支付给空,"75,600"
NYAuTN06,448.05,450.75,447.15,450.70,2.45,0.55%,449.65,388.40,"174,648,710.00","21,910",,
NYAuTN12,444.00,445.40,442.05,445.05,1.05,0.24%,444.50,647.60,"287,850,700.00","92,842",,
PGC30g,433.46,433.61,431.00,433.21,-0.47,-0.11%,433.35,0.78,"338,013.00",-,,
