合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.80,369.80,365.30,366.41,-2.03,-0.55%,366.54,598.00,"219,194,440.00",-,,
Au99.99,370.00,370.00,365.11,366.69,-1.85,-0.50%,366.18,"26,205.02","9,620,755,020.00",-,,
Au100g,369.00,369.97,366.34,369.11,-2.21,-0.60%,367.27,49.00,"17,996,532.00",-,,
iAu99.99,364.00,366.00,363.70,365.11,-2.32,-0.63%,364.31,"2,118.82","771,924,738.20",-,,
Au(T+D),369.03,369.90,364.66,366.19,-2.95,-0.80%,366.12,"24,794.00","9,077,770,800.00","139,854",空支付给多,"7,442"
Au(T+N1),371.00,371.50,368.40,370.05,-3.55,-0.95%,370.10,5.80,"2,146,530.00",698,,
Au(T+N2),370.50,370.50,363.70,366.15,-6.00,-1.61%,366.25,21.20,"7,764,170.00","89,518",,
mAu(T+D),369.57,370.00,365.14,366.56,-2.81,-0.76%,366.23,"9,266.00","3,393,551,610.00","588,350",空支付给多,"53,918"
Pt99.95,215.50,215.50,212.62,213.13,-4.33,-1.99%,213.39,612.00,"135,555,860.00",-,,
Ag(T+D),"4,828","4,850","4,802","4,812",-31,-0.64%,"4,822","1,951,800.00","9,413,329,212.00","6,883,468",多支付给空,"117,300"
NYAuTN06,375.30,375.30,370.05,371.75,-3.95,-1.05%,371.40,16.00,"5,942,820.00","21,730",,
NYAuTN12,371.10,371.10,365.20,367.00,-2.65,-0.72%,366.45,57.20,"20,961,010.00","33,716",,
PGC30g,373.86,373.86,372.80,373.06,-0.50,-0.13%,373.19,0.36,"134,349.60",-,,
