合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,373.80,374.70,373.80,374.61,1.06,0.28%,374.05,152.00,"56,856,820.00",-,,
Au99.99,373.80,374.90,373.05,374.29,0.98,0.26%,374.33,"16,200.16","6,073,029,650.60",-,,
Au100g,374.50,376.60,374.50,375.92,1.56,0.42%,375.68,22.40,"8,415,356.00",-,,
iAu99.99,373.00,373.78,373.00,373.17,1.14,0.31%,373.12,0.72,"268,650.40",-,,
Au(T+D),373.13,374.90,373.05,374.21,1.06,0.28%,374.10,"13,730.00","5,136,405,880.00","151,724",空支付给多,"5,056"
Au(T+N1),376.00,376.90,374.40,375.90,0.35,0.09%,375.65,12.20,"4,583,000.00","60,522",,
Au(T+N2),376.30,379.50,376.30,376.70,-2.00,-0.53%,376.70,4.40,"1,657,400.00","63,306",,
mAu(T+D),372.90,374.89,372.90,374.21,1.56,0.42%,374.14,"4,734.20","1,771,262,610.00","796,154",空支付给多,"41,482"
Pt99.95,209.02,209.06,208.58,208.66,1.14,0.55%,208.72,286.00,"59,694,860.00",-,,
Ag(T+D),"4,675","4,765","4,669","4,739",75,1.61%,"4,726","2,099,124.00","9,920,743,524.00","6,996,250",多支付给空,"65,370"
NYAuTN06,375.60,377.10,375.60,377.00,1.95,0.52%,376.70,28.80,"10,849,500.00","28,120",,
NYAuTN12,380.00,381.30,380.00,381.10,1.05,0.28%,380.90,176.20,"67,116,440.00","12,272",,
PGC30g,380.00,380.18,380.00,380.09,0.88,0.23%,380.09,0.12,"45,610.80",-,,
