合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,377.80,377.98,377.50,377.89,0.19,0.05%,377.74,210.00,"79,325,720.00",-,,
Au99.99,377.51,378.20,376.00,377.55,0.05,0.01%,377.73,"11,724.04","4,526,662,510.20",-,,
Au100g,377.00,378.00,376.00,376.87,-0.73,-0.19%,377.63,14.60,"5,513,428.00",-,,
iAu99.99,377.50,378.00,377.10,377.22,-0.35,-0.09%,377.50,625.70,"236,204,867.40",-,,
Au(T+D),378.04,378.20,376.25,377.45,0.40,0.11%,377.68,"13,308.00","5,026,206,620.00","146,684",多支付给空,"4,786"
Au(T+N1),380.20,380.20,380.20,380.20,-1.15,-0.30%,380.20,0.20,"76,040.00",700,,
Au(T+N2),377.00,379.50,377.00,378.35,-0.75,-0.20%,378.35,4.60,"1,740,500.00","88,764",,
mAu(T+D),378.69,378.92,376.30,377.54,0.23,0.06%,377.71,"5,273.60","1,991,931,052.00","535,996",多支付给空,"22,384"
Pt99.95,218.15,219.76,217.50,219.25,-0.12,-0.05%,218.32,126.00,"27,509,140.00",-,,
Ag(T+D),"5,121","5,137","5,079","5,126",56,1.10%,"5,108","2,434,986.00","12,439,262,296.00","7,023,130",空支付给多,"42,240"
NYAuTN06,384.00,384.55,382.50,383.80,0.20,0.05%,384.00,69.20,"26,573,640.00","19,960",,
NYAuTN12,380.40,380.60,379.70,380.00,0.55,0.14%,380.30,16.20,"6,160,910.00","34,570",,
PGC30g,383.33,383.59,383.31,383.46,-0.88,-0.23%,383.46,0.30,"115,038.00",-,,
