合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,381.00,381.70,380.00,380.21,1.01,0.27%,380.77,138.00,"52,546,780.00",-,,
Au99.99,379.00,382.60,378.51,380.70,0.88,0.23%,380.93,"9,850.02","3,752,198,446.60",-,,
Au100g,382.98,383.00,380.20,381.54,1.03,0.27%,381.84,53.40,"20,390,314.00",-,,
iAu99.99,378.80,380.00,378.40,379.30,1.52,0.40%,379.21,"2,225.02","843,763,584.80",-,,
iAu100g,368.00,368.00,368.00,368.00,0.00,0.00%,368.00,0.20,"73,600.00",-,,
Au(T+D),379.00,382.88,378.60,380.45,2.11,0.56%,380.95,"32,924.00","12,542,468,400.00","156,346",空支付给多,"8,404"
Au(T+N1),381.50,382.90,380.20,381.20,2.80,0.74%,381.45,11.00,"4,195,920.00","132,660",多支付给空,600
Au(T+N2),380.00,387.90,380.00,384.05,4.15,1.09%,383.90,285.00,"109,418,640.00","88,952",,
mAu(T+D),379.19,382.84,378.80,380.59,1.82,0.48%,380.96,"8,720.60","3,322,274,142.00","512,146",空支付给多,"57,164"
Pt99.95,266.63,270.00,266.63,269.51,1.42,0.53%,269.68,488.00,"131,608,600.00",-,,
Ag(T+D),"5,636","5,729","5,583","5,689",72,1.28%,"5,659","8,187,584.00","46,333,809,656.00","8,427,320",多支付给空,"6,120"
NYAuTN06,378.75,382.00,378.75,380.40,2.50,0.66%,380.35,82.20,"31,266,860.00","37,028",,
NYAuTN12,382.80,387.00,382.65,384.10,1.45,0.38%,384.20,101.00,"38,806,520.00","24,576",,
PGC30g,386.81,387.00,386.81,386.90,2.01,0.52%,386.90,0.12,"46,428.60",-,,
