合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,383.70,384.90,383.70,384.26,1.19,0.31%,384.03,266.00,"102,153,320.00",-,,
Au99.99,384.00,386.92,382.65,384.50,2.27,0.59%,384.06,"12,756.22","4,905,637,395.20",-,,
Au100g,384.91,387.24,383.50,385.15,0.47,0.12%,385.23,21.60,"8,321,028.00",-,,
iAu99.99,381.00,381.00,380.00,380.93,-2.86,-0.75%,380.93,"5,084.32","1,951,157,740.00",-,,
Au(T+D),383.80,387.30,381.60,384.25,0.43,0.11%,384.70,"37,328.00","14,360,120,020.00","153,852",多支付给空,"5,502"
Au(T+N1),388.75,390.00,386.60,387.55,0.90,0.23%,387.65,15.00,"5,814,950.00","156,608",多支付给空,400
Au(T+N2),391.90,392.00,389.15,390.40,-0.60,-0.15%,390.65,13.00,"5,078,240.00","43,910",,
mAu(T+D),383.98,387.27,382.00,384.43,0.38,0.10%,384.58,"7,322.00","2,815,912,996.00","607,256",多支付给空,"23,674"
Pt99.95,230.00,233.50,230.00,232.29,2.00,0.87%,232.46,310.00,"72,064,920.00",-,,
Ag99.99,"5,391","5,391","5,391","5,391",133,2.53%,"5,391","3,000.00","16,173,000.00",200,,
Ag(T+D),"5,201","5,457","5,184","5,383",208,4.02%,"5,340","22,984,524.00","122,757,533,484.00","10,028,412",多支付给空,"265,050"
NYAuTN06,387.00,390.75,385.80,388.20,0.30,0.08%,389.05,131.60,"51,197,100.00","40,228",,
NYAuTN12,392.25,396.00,391.20,393.30,0.20,0.05%,393.70,59.20,"23,306,520.00","12,584",,
PGC30g,389.02,390.29,388.52,389.04,-0.24,-0.06%,388.89,0.60,"233,336.40",-,,
