合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.30,369.50,369.20,369.31,-0.40,-0.11%,369.38,454.00,"168,171,160.00",-,,
Au99.99,368.50,369.88,367.50,369.78,-0.11,-0.03%,369.50,"16,005.96","5,941,552,927.60",-,,
Au100g,368.99,372.00,368.99,371.31,-0.45,-0.12%,371.27,21.80,"8,093,902.00",-,,
iAu99.99,368.80,368.80,368.70,368.75,0.13,0.04%,368.75,200.00,"73,750,000.00",-,,
Au(T+D),368.40,369.68,367.05,369.47,0.18,0.05%,368.56,"20,152.00","7,427,314,060.00","157,674",多支付给空,"10,564"
mAu(T+D),369.23,369.70,367.30,369.48,0.11,0.03%,368.90,"5,080.60","1,874,268,194.00","649,650",多支付给空,"28,500"
Pt99.95,210.57,213.70,209.17,213.47,2.50,1.19%,212.12,596.00,"128,461,600.00",-,,
Ag99.99,"4,893","4,893","4,884","4,888",11,0.23%,"4,888","6,000.00","29,332,800.00",400,,
Ag(T+D),"4,826","4,875","4,807","4,857",18,0.37%,"4,843","1,977,504.00","9,578,481,004.00","7,054,134",多支付给空,"25,890"
NYAuTN06,372.45,374.10,371.70,374.05,0.60,0.16%,372.45,39.60,"14,750,160.00","27,802",,
NYAuTN12,369.50,369.75,367.50,369.30,0.10,0.03%,368.70,41.00,"15,116,670.00","21,060",,
PGC30g,374.50,376.00,374.50,375.60,-0.08,-0.02%,375.42,0.36,"135,152.40",-,,
