合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,363.00,365.00,363.00,364.62,3.64,1.01%,364.02,436.00,"158,713,900.00",-,,
Au99.99,360.00,365.20,360.00,364.91,3.84,1.06%,364.26,"17,163.88","6,234,227,898.40",-,,
Au100g,362.00,365.95,360.01,365.40,3.80,1.05%,364.34,28.40,"10,347,512.00",-,,
iAu99.99,359.30,363.15,359.30,362.60,2.96,0.82%,362.00,"1,951.42","706,415,678.00",-,,
Au(T+D),360.92,365.17,360.40,364.84,3.89,1.08%,363.37,"26,510.00","9,632,997,080.00","162,020",空支付给多,"8,166"
Au(T+N1),363.95,367.80,363.95,365.85,2.60,0.72%,365.10,86.20,"31,471,770.00","160,782",,
Au(T+N2),366.50,369.95,366.50,369.15,4.00,1.10%,369.05,13.00,"4,797,990.00","65,976",,
mAu(T+D),360.98,365.25,360.60,364.89,3.92,1.09%,363.61,"10,581.40","3,847,569,080.00","579,368",空支付给多,"53,206"
Pt99.95,259.39,264.21,259.39,263.96,12.24,4.86%,262.85,124.00,"32,594,620.00",-,,
Ag(T+D),"5,288","5,415","5,276","5,398",83,1.56%,"5,355","7,673,576.00","41,096,800,946.00","8,273,502",多支付给空,"171,360"
NYAuTN06,362.00,365.95,362.00,365.05,2.90,0.80%,364.50,83.40,"30,401,380.00","39,326",,
NYAuTN12,367.20,371.25,367.20,370.00,2.70,0.74%,369.75,300.60,"111,154,010.00","20,192",,
PGC30g,368.80,371.00,368.31,369.52,4.10,1.12%,369.52,0.24,"88,686.60",-,,
